text,label,label_id,is_pseudo
"44
van wat medici als norm beschouwen voor mannen- en vrouwenlichamen. Er zijn veel 
verschillende intersekse-condities. Aseksueel: Iemand die aseksueel is, voelt geen seksuele aantrekkingskracht naar andere 
personen. Panseksueel: mensen die zich aangetrokken voelen tot alle genderidentiteiten en biologische 
geslachten. Ze vallen dus niet op geslacht, maar op het karakter of de persoonlijkheid van de 
ander. MACHT  
Macht is het vermogen van personen of groepen om andere personen, groepen of zaken de wil op te 
leggen, zelfs als dat tegen de wensen of belangen van de groep is. Macht is een belangrijke vorm in 
het systeem van racisme. Iedereen kan vooroordelen hebben maar over het algemeen hebben witte 
mensen vanuit de moderne geschiedenis de machtspositie om op basis van vooroordelen andere 
groepen structureel achter te stellen. MICRO-AGRESSIE  
Micro-agressie omvat alle (subtiele) handelingen, uitspraken en gedragingen waarbij iemands iden-
titeit (on)bewust minachtend, beledigend en/of aanvallend wordt bejegend. Ook het wegwuiven van 
klachten hierover is een vorm van micro-agressie.",Modern Racism & Inequality,2,False
"VOC-schip op de werf bij het Oost-
Indisch Zeemagazijn (een gigantisch 
pakhuis van de VOC op Oostenburg, 
het gebouw is in 1822 ingestort). JAN VAN DER HEYDEN, 1690 | 
STADSARCHIEF AMSTERDAM
onder meer Suriname en de Antillen. Daar werden de slaafgemaakten verkocht 
aan Europese plantagehouders in ruil 
voor producten als suiker, koffie en katoen 
voor de Europese markt. De Amsterdamse grachtengordel en 
gebouwen als het Paleis op de Dam en 
het Rijksmuseum herinneren aan die tijd 
van rijkdom. Maar ze herinneren ook aan 
de tijd van slavenhandel en kolonisatie. Het een is verbonden met het ander. •
23",Historical Slavery,1,False
"UTRECHT EN DE SLAVERNIJ ONDER DE VOC 
85
Boudaen Courten was bewindhebber van de voc in Middelburg. Gideons moeder was Anna Maria Hoeufft, afkomstig uit een Dordts 
regentengeslacht, waarvan de nazaten zich in Utrecht hadden geves-
tigd. Gideon, in 1686 in Middelburg geboren, zal zĳn benoeming bĳ de 
voc wel aan de invloed van zĳn vader te danken hebben gehad. Hĳ 
had rechten gestudeerd en werd in 1711 in de functie van independent-
fiscaal naar Azië uitgezonden, een verantwoordelĳke gerechtelĳke 
functie die in 1687 in het leven was geroepen om de corruptie van 
hoge voc-dienaren aan banden te leggen. In de praktĳk bleken ze 
vaak in de problemen te komen, omdat ze hun juridische gezag niet 
konden laten gelden en ze, indien ze ambitieus waren, zich onmogelĳk 
maakten.18
Gideon Boudaen Courten werd in Surat geplaatst, in Noordwest-
India. Daar richtte hĳ niet veel uit, en de particuliere handel tegengaan 
deed hĳ al helemaal niet. Hĳ klaagde over het klimaat in Surat, dat 
hem ziek maakte.19 In 1714 mocht hĳ als opperkoopman naar Batavia 
overkomen, waarna hĳ al snel de prestigieuze post kreeg van opperhoofd 
van Japan. In 1716 keerde hĳ terug naar de Republiek, als commandeur 
van de retourvloot – een eervol teken. Het was een korte carrière in de 
Oost, maar een die hem geen windeieren legde. Hĳ vestigde zich na 
zĳn terugkeer in Utrecht en trouwde in 1717 met zĳn 28-jarige nicht 
Isabella Johanna Boudaen Courten.20 Gideons moeder was in Utrecht 
opgegroeid en veel telgen uit zĳn moeders familie (Hoeufft) waren er 
terechtgekomen.",Colonialism,0,False
"Als ik wil, kan ik mijne vrijheid krijgen door de grenzen 
over te gaan naar de Engelsche kolonie. Maar daar kan ik alles krijgen wat gij mij geeft, 
en nog iets bovendien, waar ik veel hooger prijs op stel; de vrijheid om te gaan en te 
doen waar en wat ik wilǯǳ.221  
 
 
219 De Nederlandsche Staats-Courant 1861-1862 (bijblad). Tweede Kamer, 78ste zitting – 4 julij 1862, vel. 261, p. 952 
220 De Nederlandsche Staats-Courant 1861-1862 (bijblad). Tweede Kamer, 78ste zitting – 4 julij 1862, vel. 261, p. 953 
221 De Nederlandsche Staats-Courant 1861-1862 (bijblad). Tweede Kamer, 78ste zitting – 4 julij 1862, vel. 261, p.",Colonialism,0,False
"De Belanda Hitam, oftewel Zwarte Hollanders, hadden afgezien van die ene 
muiterij een uitstekende reputatie opgebouwd. Ze hadden zich bewezen als 
geschikte koloniale militairen: ze waren goed bestand tegen het klimaat en de 
uitputtende dagmarsen, toonden zich onverschrokken in het gevecht én ze 
verbroederden zich niet met de Indonesische bevolking. Met uitzondering dan 
van de lokale vrouwen met wie zij gezinnen stichtten. Zo’n zeshonderd Afrikanen vestigden zich na hun diensttijd blijvend op Java. Zij 
werden de stamvaders van hechte Indo-Afrikaanse gemeenschappen die zich 
generatie op generatie aan het KNIL verbonden. Na de dekolonisatie zochten de 
meeste nazaten hun toevlucht in Nederland. Sommigen voorgoed, anderen 
trokken door, naar de Verenigde Staten, Canada, Suriname of Brazilië.1",Colonialism,0,False
"Indonesia,’Asian Perspectives. Journal of 
Archaeology for Asia and the Pacific, 52(2) (2013) 
213–243; Felicia Fricke et al. ‘Delayed 
physical development in a first generation 
enslaved African woman from Pietermaai, 
Curaçao,’International Journal of 
Osteoarchaeology, 30(1) (2019) 43–52; Brent 
Sinclair-Thomson en Sam Challis, ‘Runaway 
slaves, rock art and resistance in the Cape 
Colony, South Africa,’Azania. Archaeological 
Research in Africa, 55(4) (2020) 475–491; Cheryl 
White, ‘Archaeological investigation of 
Suriname Maroon ancestral 
communities,’Caribbean Quarterly, 55(2) 
(2009) 65–88. 2. Zie onder meer: Julie M. Schablitsky et al., 
‘Ancient dna analysis of a nineteenth 
century tobacco pipe from a Maryland slave 
quarter,’ Journal of Archaeological Science, 105 
(2019) 11–18. ◼ ◼◼  Belast koloniaal verleden – Anne-Marieke 
van Schaik
1. J. Mellegers, ‘Public Finance of Indonesia 
1817-1940,’ datafiles iisg, copy of revenues.",Colonialism,0,False
"24 
 
Collectieve doorwerking is een langdurig effect van iets dat in het verleden is gebeurd 
en daarna in allerlei vormen kan opduiken, voornamelijk negatief. Bijvoorbeeld vroeger 
bestonden er geen chemische huidbleekmiddelen, pas veel later zijn die in gebruik gekomen. Maar zij hangen wel samen met de hedendaagse doorwerking en materialisering van het 
koloniale idee dat de witte mens superieur is en dat dus ook een lichtkleurige huid als beter of 
kansrijker kan worden ervaren dan een donkere huidskleur. Het is een effect van eeuwenlang 
anti-zwart racisme. Een andere doorwerking is ook het credo ‘wij zijn hier omdat jullie daar 
waren’. Dat wil zeggen na eeuwen slavernij en kolonialisme hadden we geen andere keus dan 
onze toekomst zoeken in het land van de kolonisator. Al wordt het ook vertaald als: wij 
komen terughalen wat jullie bij ons geroofd hebben. En in ieder geval betekent het: wij 
hebben alle recht om hier te zijn. Er zijn erfenissen en doorwerkingen van eeuwen slavernij- en koloniale geschiedenis 
aan de kant van nazaten van slaafgemaakten én aan de kant van nazaten van slavenmakers. In 
tegenstelling tot landen waar de slavernij zelf plaatsvond, kwamen in slavernij-
organisatielanden als Nederland, de diverse erfenissen en doorwerkingen pas met elkaar in 
aanraking na de substantiële immigratie van nazaten van slaafgemaakten.",Modern Racism & Inequality,2,False
"De arbeidsinzet 
van mensen die met dit doel tot slaaf waren gemaakt was cruciaal. De tot­
slaafmaking en de regulering, dat wil zeggen de vaststelling wie tot slaaf 
gemaakt mocht worden – in de Nederlandse koloniale taal zelfs ‘slaafbaar­
heid’ genoemd – werd door de koloniale heerser onderbouwd met denk­
beelden over de vermeende superioriteit van de eigen groep versus de 
inferioriteit van gekoloniseerden. Dat koloniaal racisme produceerde 
zodoende vermeende verschillen tussen mensen op grond van ras en was 
onderdeel van een productiemaatschappij die feitelijk was gebaseerd op 
onderdrukking en segregatie. Het koloniale bewind bevestigde deze maat­
schappelijke ordening verder door deze te voorzien van een juridische 
onderbouwing: het vastleggen van afspraken en overeenkomsten in",Historical Slavery,1,False
"Racisme, sociale kramp en innerlijke 
drijfkrachten in het betaald voetbal. Utrecht: Mulier Instituut. 16p. •	 Heij, P. C. van Eck & K. Baarda (2021). Nationaal Coördinator tegen Discriminatie en Racisme. Een 
verkenning. Den Haag: ABDTOPConsult.",Modern Racism & Inequality,2,False
"Het boek ‘De slavernij in Oost en 
West, het Amsterdam onderzoek’ 
waarop dit publieksboek  
gebaseerd is. Op 1 juli 1863 schafte Nederland de 
slavernij in Suriname af. Nog eens 10 jaar 
later werden mensen in Suriname pas 
echt vrij; zij hadden nog tot 1 juli 1873 
onder staatstoezicht door moeten werken. Daarmee kwam een eind aan bijna 300 jaar 
slavernij. Amsterdam speelde eeuwenlang 
een belangrijke rol in de internationale 
slavenhandel in Noord- en Zuid-Amerika, 
Afrika en Azië. Een deel van de 
Amsterdammers die rijk werden van de 
slavernij, zaten ook in het stadsbestuur. Deze voorloper van de huidige gemeente 
Amsterdam was op allerlei manieren 
betrokken: het bestuur verdiende aan de 
handel, was mede-eigenaar van Suriname 
en burgemeesters en wethouders 
profiteerden ook privé van de slavernij. We zijn nu anderhalve eeuw verder. Dat 
lijkt een lange tijd. Maar nog steeds zijn 
de sporen van de slavernij zichtbaar in 
de stad.",Historical Slavery,1,False
"Bosch Reitz Jr, 1842. Dit ontwerp leek erg veel op het vierde 
ontwerp van drie jaar eerder. Ook Bosch Reitz wilde alle slaaf-gemaakten onder brengen 
bij het Gouvernement, en een schadeloosstelling geven aan de houders van de slaaf-
gemaakten in de vorm van obligaties met gegarandeerd 5% rente van de Staat. De 
onteigening zou op vrijwillige basis verlopen. De houders die weigerden, zouden echter 
geen schadeloosstelling krijgen.16    
 
In 1844 presenteerde de regering haar eigen ontwerp. Dit ontwerp luidde het begin van 
de tweede fase in. 12) Eerste ontwerp van de regering. Na meer dan tien jaar uitgebreid onderzoek te 
hebben gedaan, kwam de regering in 1844 voor eerst met een eigen ontwerp voor de 
afschaffing van de slavernij. Het ging uit van het idee dat de plantages en de slaaf-
gemaakten zouden worden overgenomen door het Gouvernement door middel van 
onteigening. De Staat kon daarop een schadeloosstelling betalen aan de houders van de 
slaaf-gemaakten.",Historical Slavery,1,False
"De studie van de literaturen heeft intussen ook een grote vlucht 
­genomen met tal van literatuurgeschiedenissen die nadrukkelijk aan­
dacht vragen voor de dekoloniserende kracht van de eigen literaturen van 
de koloniën. Zo schreef Wim Rutgers over de Nederlandse Antillen (1996), 
Michiel van Kempen over Suriname (2003) en Henry Habibe (2014) over 
Aruba, werden de Indische letteren in verschillende studies beschreven, 
en liet Alfred ­Birney dan weer een eigenzinnig tegengeluid horen met 
zijn selectie van teksten in de monumentale uitgave Oost-Indische inkt: 
400 jaar Indië in de Nederlandse letteren (1998) en in zijn Yournael van Cyberney 
(2001). Het herlezen van Indische literatuur vanuit postkoloniaal stand­
punt werd beproefd in de zesentwintig opstellen van De postkoloniale 
­spiegel (2021) onder redactie van Rick Honings, Coen van ’t Veer en",Colonialism,0,False
"Daarnaast was hĳ actief als verze-
keraar.18 Vrĳ snel na zĳn komst zĳn ook andere joden naar Maarssen 
getrokken. Zĳ wilden hier de zĳde-industrie voortzetten en plaatsten 
een zĳdemolen die aan 25 mensen werk verschafte. Het bedrĳf was zo 
succesvol dat de Utrechtse vroedschap vreesde voor haar eigen zĳde-
industrie. In 1654 riep zĳ de eigenaars van de zĳdemolen op om deze 
af te breken. Het is onduidelĳk of dit ook daadwerkelĳk is gebeurd.19 
Wel trokken later nog meer joodse families naar Maarssen, waar ze 
buitenhuizen kochten om hun zomers door te brengen. Van zeker 24",Historical Slavery,1,False
"27
Hoewel de discussie zich vaak lijkt te vernauwen tot standbeelden of figuren uit de Neder­
landse folklore (bijvoorbeeld Zwarte Piet), gaven alle deelnemers aan de dialogen aan dat 
deze prominente voorbeelden slechts het topje zijn van een maatschappij- en sector-brede 
ijsberg van beeldvorming, die concrete negatieve gevolgen heeft voor het alledaagse leven 
van mensen van kleur in Nederland. Zo gaf een vrouw aan dat zij zich elke keer dat zij het huis 
uit gaat, voorbereidt op racistische uitlatingen: wat zal het vandaag zijn: bespuugd worden of 
voor Zwarte Piet worden uitgemaakt? In een andere break-outsessie vertelde een moeder een 
verhaal over de zwemles van haar zoon. De zwemmeester hield vol dat er op zwarte kinderen 
meer gelet moet worden. Zij zouden ‘minder goed drijven omdat ze een lager massamid­
delpunt hebben’. Met andere woorden: zelfs in alledaagse situaties zoals de zwemles werd 
zwartheid, zelfs door getraind personeel, als extra probleem gezien. Hier worden zelfs jonge 
kinderen dus al mee geconfronteerd. Uit de dialogen bleek dat een meerderheid van de deelnemers dit soort beeldvorming zag als 
een van de belangrijkste gevolgen van slavernij en kolonialisme. Tegelijkertijd werd ook duide­
lijk dat juist beeldvorming uiterst hardnekkig en complex is omdat het in feite alle lagen en sec­
toren van de maatschappij beïnvloedt, en omdat beeldvorming als complex cultureel fenomeen 
niet één duidelijk aanwijsbare bron heeft. Van etnisch profileren bij de politie en (toenemende) 
segregatie in het onderwijs, tot een gebrek aan representatie in en toegang tot media, cultuur 
en bedrijfsleven – beeldvorming speelt in de beleving van de deelnemers op vele gebieden een 
rol in het in stand houden van raciale stereotypen en denkbeelden, zowel bewust als onbewust.",Modern Racism & Inequality,2,False
"BES.3> De Staatscommissie heeft een onafhankelijk en duurzaam onderzoekskarakter, 
vergelijkbaar met het model van de Onderwijsraad. De Staatscommissie moet een brede 
afspiegeling zijn van personen uit maatschappelijke organisaties, het openbaar bestuur en de 
wetenschap. De commissie heeft de ondersteuning van een stafbureau. BES.4> Het Nationaal Bureau (Anti-)Discriminatie en Racisme start een landelijke bewustwor-
dingscampagne ter voorkoming en bestrijding van institutioneel racisme in Nederland. BES.5> Zowel de Staatscommissie als het Nationaal Bureau (Anti-)Discriminatie en Racisme 
moeten bestaan uit kritische personen die afkomstig zijn uit  de doelgroepen die met 
institutioneel racisme te maken hebben.",Modern Racism & Inequality,2,False
"84 
REMCO RABEN
Coromandel (in de huidige Indiase deelstaat Tamil Nadu). Malabar, in 
het huidige Kerala in Zuid-India, had eind achttiende eeuw de Utrechtse 
commandeur Jan Lambertus van Spall (zie het artikel van Matthias van 
Rossum). Surat, meer noordwestelĳk aan de Indiase kust, had Sybrand 
Abbema als directeur. In Perzië waren Dirck Sarcerius en Hendrick van 
Wĳck (zoon van de Utrechtse bewindhebber van de wic Zeger van Asch 
van Wĳck) opperhoofd. In Japan waren Ferdinand de Groot en Gerardus 
Bernardus Visscher opperhoofd. Daarnaast waren er in Kaap de Goede 
Hoop maar liefst vĳf gouverneurs met Utrechtse banden. Daniël van 
den Henghel, Ryk Tulbagh, Pieter van Reede van Oudtshoorn en Simon 
Hendrik Frĳkenius waren er geboren, Hendrik Swellengrebel zou zich 
na zĳn gouverneurschap in Utrecht vestigen. Zo kunnen we doorgaan. Dit is alleen nog maar de absolute toplaag 
van de voc in enkele gewesten buiten de Indonesische archipel, allen 
mannen die vaak door jarenlang ploeteren in Compagniesburelen, forten 
en pakhuizen, en met behulp van patronage en gevlei tot de hoogste 
posten opklommen. Het blĳven namen, ontdaan van vlees en bloed 
en van de gebeurtenissen die een persoon uit het verleden tot leven 
brengen.",Colonialism,0,False
"— 139 —
— SLAVERNIJ, AFSCHAFFINGEN EN DOORWERKINGEN —
belanghebbenden. Bovendien heeft recent onderzoek informatie opgele­
verd over de lobby van Amsterdamse belanghebbenden voor het afschaffen 
van slavernij in ruil voor gunstige voorwaarden voor de eigenaren. Die 
lobby (van eigenaren en investeerders) had meer dan eens direct effect op 
keuzes van de ministers en slaagde er zo in om de regering een vast bedrag 
aan schadevergoeding uit te laten betalen per slaafgemaakte, ongeacht de 
leeftijd van de betrokkene of het soort plantage waar zij of hij op werkte. Op 1 juli 1863 trad de Emancipatiewet in werking in het Atlantisch gebied. Slavenhouders in Suriname ontvingen driehonderd gulden per slaafge­
maakte en zestig gulden indien de geëmancipeerde het recht op ‘manu­
missie’ (vrijlating door de eigenaar) had verworven. Op Curaçao, Bonaire, 
Aruba, Sint-Eustasius en Saba ontvingen eigenaren tweehonderd gulden 
en op Sint-Maarten honderd gulden per slaafgemaakte. Het verschil in 
marktwaarde van de geproduceerde goederen in de koloniën bepaalde dit 
verschil. In totaal keerde de Nederlandse regering 9 864 360 gulden uit 
aan schadevergoeding, wat neerkwam op ruim een derde van de Rijksbe­
groting voor het jaar 1863. De Nederlandse overheid kon dit bekostigen 
door het begrotingsoverschot verkregen door de dwangarbeid in Neder­
lands-Indië die met het cultuurstelsel was ingevoerd.10 
Het lange wetgevingstraject van de Emancipatiewet, dat duurde van 
1853 tot 1862, is beschreven door opeenvolgende historici. De meeste stu­
dies benaderen slavernij als een sociaaleconomisch en cultureel fenomeen.",Historical Slavery,1,False
