filename,filepath,document_type,year,sentence,topic,confidence
ambtsbericht-nigeria-2015-10-08.17.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.17.txt,ambtsberichten,2015,"A lawyer close to the armed group
tries to negotiate for peace, and the return of hundreds of abducted girls,
http://www.aljazeera.com/indepth/features/2014/06/boko-haram-grasps-peace-nigeria-
2014615113232422214.html.",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.18.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.18.txt,ambtsberichten,2015,"http://america.aljazeera.com/articles/2015/4/14/nigeria-president-elect-cant-promise-to-find-chibok-girls.html
63
Voor een uitgebreid overzicht van de aanvallen van Boko Haram vanaf medio oktober 2012 tot eind 2013 wordt
verwezen naar het overzicht gepubliceerd onder voetnoot 51.
64
Vertrouwelijke bron",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.19.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.19.txt,ambtsberichten,2015,"In Jos werd een aanval op een politiebureau afgeslagen.72
66
CNN (27 februari 2014): A year of attacks linked to Nigeria’s Boko Haram,
http://edition.cnn.com/2014/02/27/world/africa/nigeria-year-of-attacks/;",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.19.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.19.txt,ambtsberichten,2015,"Boko Haram camp
explode, http://www.theguardian.com/world/2015/jun/17/boko-haram-homemade-bombs-nigeria-monguno-
scores-dead;
The Guardian world news (15 juni 2015):",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.19.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.19.txt,ambtsberichten,2015,"Two suicide bombings in Chad target police in capital,
http://www.theguardian.com/world/2015/jun/15/two-suicide-bombings-chad-target-police-ndjamena
The Guardian world news (2 juni 2015):",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.20.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.20.txt,ambtsberichten,2015,"at crowded bus station,
http://www.theguardian.com/world/2015/may/16/nigerian-child-suicide-bomber-kills-several-at-crowded-bus-
station",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.20.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.20.txt,ambtsberichten,2015,"Two suicide bombings in Chad target police in capital,
http://www.theguardian.com/world/2015/jun/15/two-suicide-bombings-chad-target-police-ndjamena
74
BBC (18 juni 2015):",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.21.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.21.txt,ambtsberichten,2015,"Ondanks dat ze als tweederangsburgers worden beschouwd in hun
‘nieuwe‘ verblijfplaats is bij de Fulani en andere kolonisten veel meer ondernemingszin en economische
vooruitgang te zien dan bij de inheemse bevolking;",Everyday Racism & Modern Racial Inequality,1.0
ambtsbericht-nigeria-2015-10-08.22.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.22.txt,ambtsberichten,2015,"International coalition for the
responsibility to protect: The crisis in Nigeria, http://www.responsibilitytoprotect.org/index.php/crisies/crisis-in-
nigeria.",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.25.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.25.txt,ambtsberichten,2015,"Algemeen Ambtsbericht Nigeria | Oktober 2015
Pagina 25 van 86
in het noordoosten van het land lijden onder het geweld van Boko Haram, worden
de christengemeenschappen, nog harder getroffen dan de moslims: hun kerken
worden vernietigd, en een weigering zich tot de islam te bekeren bekopen zij
doorgaans met de dood.101
Naar verluidt zijn er in enkele (overwegend islamitische) staten meldingen van
discriminatie van christenen door lokale overheden.",Everyday Racism & Modern Racial Inequality,1.0
ambtsbericht-nigeria-2015-10-08.26.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.26.txt,ambtsberichten,2015,"Sinds 2013
zijn voor zover bekend geen activiteiten door Ansaru ontplooid.108
2.2.8
Burgerwachten
In de verslagperiode waren burgerwachten, de zogeheten Civilian Joint Task Force
steeds actief in het noordoosten van Nigeria (zie: 2.2.2 Veiligheidssituatie in noord-
en noordoosten Nigeria).",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.26.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.26.txt,ambtsberichten,2015,"Ngo’s zoals Search for
common ground, Community action for popular participation en Women without
106 Vertrouwelijke bron;",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.27.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.27.txt,ambtsberichten,2015,"Volgens Amnesty International opereerden de meeste burgerwachten
in de loop van de tijd steeds gewelddadiger en raakten zij ook betrokken bij
schending van de mensenrechten al dan niet in gezamenlijke acties met de
militairen.111
2.3
Documenten
2.3.1
Identiteitskaart
Sinds het vorig ambtsbericht hebben zich geen wijzigingen voorgedaan met
betrekking tot de afgifteautoriteiten en procedures voor identiteits- en
reisdocumenten en geboorte- en huwelijksaktes.",Everyday Racism & Modern Racial Inequality,1.0
ambtsbericht-nigeria-2015-10-08.28.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.28.txt,ambtsberichten,2015,"De procedure voor het aanvragen van een identiteitskaart verloopt nog chaotisch en
stroef en was ook in deze verslagperiode niet goed geregeld;",Everyday Racism & Modern Racial Inequality,1.0
ambtsbericht-nigeria-2015-10-08.29.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.29.txt,ambtsberichten,2015,"220 million children who don’t exist: a birth certificate is a passport to a better life- so why
can",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.29.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.29.txt,ambtsberichten,2015,"one (28 juli 2013), http://www.independent.co.uk/news/world/politics/220-million-children-
who-dont-exist-a-birth-certificate-is-a-passport-to-a-better-life--so-why-cant-we-all-have-one-8735046.html:",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.29.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.29.txt,ambtsberichten,2015,"220 million children who don’t exist: a birth certificate is a passport to a better life- so why
can",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.29.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.29.txt,ambtsberichten,2015,"one (28 juli 2013), http://www.independent.co.uk/news/world/politics/220-million-children-
who-dont-exist-a-birth-certificate-is-a-passport-to-a-better-life--so-why-cant-we-all-have-one-8735046.html;
http://rapidsmsnigeria.org/br;",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.29.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.29.txt,ambtsberichten,2015,"IRBC, Nigeria:Requirements and procedures an adult must fulfill to obtain a birth
certificate, including for those who apply",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.29.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.29.txt,ambtsberichten,2015,"from within the country and abroad (8 november 2013);
http://www.unicef.org/nigeria/2013-PL7-Nigeria_CPD-final_approved-English.pdf;
http://www.refworld.org/docid/52a82aca4.html, geraadpleegd op 28 november 2014;",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.29.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.29.txt,ambtsberichten,2015,"121 IRBC, Nigeria: Requirements and procedures an adult must fulfill to obtain a birth certificate, including for those
who apply",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.29.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.29.txt,ambtsberichten,2015,"Information Report Nigeria (3 februari 2014) en Constitution of the Federal Republic of Nigeria, Chapter III
Citizenship, Section 29, Article 4a (www.nigeria-law.org, geraadpleegd 26 november 2014).",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.3.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.3.txt,ambtsberichten,2015,".....................................................................................................26
2.2.6
Burgerwachten ..........................................................................................26
2.3
Documenten..............................................................................................27
2.3.1
Identiteitskaart..........................................................................................27
2.3.2
Geboorte- en huwelijksakte .........................................................................28
2.3.3
Paspoort...................................................................................................30
3
Mensenrechten........................................................................................32
3.1
Internationale verdragen en protocollen.........................................................32
3.2
Nationale wetgeving ...................................................................................33
3.2.1
Nationaliteitswetgeving ...............................................................................33
3.3
Toezicht en rechtsbescherming.....................................................................35
3.3.1
National Human Rights Commission ..............................................................35
3.3.2
Niet gouvernementele organisaties................................................................36
3.3.3",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.30.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.30.txt,ambtsberichten,2015,"De NL ambassade
accepteert wel dat personen geboren vóór 1979 een verklaring van de rechter overleggen.",Everyday Racism & Modern Racial Inequality,1.0
ambtsbericht-nigeria-2015-10-08.32.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.32.txt,ambtsberichten,2015,"
het Internationaal Verdrag inzake de Uitbanning van alle vormen van
rassendiscriminatie (toetreding op 16 oktober 1967);

het Verdrag betreffende de Status van vluchtelingen (toetreding op 23 oktober
1967);",Everyday Racism & Modern Racial Inequality,1.0
ambtsbericht-nigeria-2015-10-08.32.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.32.txt,ambtsberichten,2015,"het bijbehorende Protocol betreffende de status van vluchtelingen
(toetreding op 2 mei 1968);

het Internationaal Verdrag inzake de Uitbanning van alle vormen van
discriminatie van vrouwen (geratificeerd 13 juni 1985), alsmede het optionele
protocol betreffende alle in het verdrag genoemde vormen van discriminatie
(geratificeerd op 22 november 2004);

het Internationaal Verdrag inzake de Rechten van het kind (geratificeerd
op 19 april 1991), alsmede het optionele protocol betreffende kinderen in
gewapende conflicten (getekend 8 september 2000 en geratificeerd op 25
september 2012) en het optionele protocol betreffende kinderhandel,
kinderprostitutie en kinderpornografie (geratificeerd op 27 oktober 2010);

het Internationaal Verdrag inzake burger- en politieke rechten (toetreding op 29
oktober 1993), maar niet bij het facultatieve Protocol behorend bij het
Internationaal Verdrag inzake burgerrechten en politieke rechten (1e Protocol)
het tweede facultatieve Protocol bij het Internationaal Verdrag inzake
burgerrechten en politieke rechten, gericht op afschaffing van doodstraf;

het Internationaal Verdrag inzake economische, sociale en culturele rechten
(toetreding op 29 oktober 1993), maar niet bij het bijbehorende Facultatief
Protocol;

het Verdrag van de Verenigde Naties tegen Grensoverschrijdende georganiseerde
misdaad (geratificeerd op 28 juni 2001), alsmede het bijbehorende aanvullende
protocol inzake voorkoming, bestrijding en bestraffing van mensenhandel, in het
bijzonder vrouwen- en kinderhandel (geratificeerd op 28 juni 2001) en het
bijbehorende aanvullende protocol tegen mensensmokkel over land, zee en door
de lucht (geratificeerd op 27 september 2001) (de zogenaamde Palermo-
protocollen);",Everyday Racism & Modern Racial Inequality,1.0
ambtsbericht-nigeria-2015-10-08.33.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.33.txt,ambtsberichten,2015,"Voorts is Nigeria partij bij:

het Afrikaanse Handvest inzake de Rechten van Mensen en Volkeren
(geratificeerd 22 juni 1983), alsmede de bijbehorende protocollen betreffende de
oprichting van een Afrikaans Hof (geratificeerd 20 mei 2004) en Vrouwenrechten
(geratificeerd 16 december 2004);

het Afrikaanse Handvest inzake de Rechten en het Welzijn van het Kind
(geratificeerd 23 juli 2001).132
3.2
Nationale wetgeving
De Nigeriaanse grondwet voorziet in de bescherming van de meeste fundamentele
rechten en vrijheden.",Everyday Racism & Modern Racial Inequality,1.0
ambtsbericht-nigeria-2015-10-08.34.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.34.txt,ambtsberichten,2015,"Sinds het moment van registratie van de verklaring verliest betrokkene het
Nigeriaans staatsburgerschap.
",Everyday Racism & Modern Racial Inequality,1.0
ambtsbericht-nigeria-2015-10-08.35.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.35.txt,ambtsberichten,2015,"Naar aanleiding van de grootschalige mensenrechtenschendingen in
met name het noordoosten van Nigeria doet het Internationaal Strafhof een voorbereidend onderzoek naar
oorlogsmisdaden, http://icc-cpi.int/iccdocs/otp/OTP-Pre-Exam-2014.pdf.
137",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.37.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.37.txt,ambtsberichten,2015,"de orde van
advocaten, ngo’s, de NHRC en de plaatsvervangend Inspecteur van politie.150
3.4
Naleving en schendingen",Everyday Racism & Modern Racial Inequality,1.0
ambtsbericht-nigeria-2015-10-08.37.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.37.txt,ambtsberichten,2015,"men while in police custody (15 maart 2013),
http://news2.onlinenigeria.com/latest-addition/260884-middle-age-woman-raped-by-four-men-while-in-police-
custody.html; US Department of State, 2013",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.37.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.37.txt,ambtsberichten,2015,"to freedom of
expression and the press, website geraadpleegd op 2 oktober 2015; http://www.nigeria-
law.org/ConstitutionOfTheFederalRepublicOfNigeria.htm#Chapter_4; Academic Journals paper: the Nigerian
journalists’ knowledge, perception and use of the freedom of information (FOI)",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.37.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.37.txt,ambtsberichten,2015,"law in journalism practices
(januari 2014), http://www.academicjournals.org/article/article1392978764_Dunu%20and%20Ugbo.pdf.",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.38.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.38.txt,ambtsberichten,2015,Tony A Reporters without borders (5 september 2013):,Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.38.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.38.txt,ambtsberichten,2015,"list on World Press Freedom
day, http://www.independent.co.uk/news/world/africa/nigeria-joins-journalist-danger-list-on-world-press-
freedom-day-8601601.html; https://www.cpj.org/2014/02/attacks-on-the-press-in-2013-nigeria.php;
http://www.indexoncensorship.org/2014/06/nigeria-targeting-journalists-boko-haram (3 juni 2014);",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.38.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.38.txt,ambtsberichten,2015,"Market (14 maart 2015):
Freedom of expression and media, https://theafrikamarket.com/2015/03/14/nigeria-human-rights-record-limits-
us-military-aid-nigeria-droits-limites-record-u-s-aide-militaire/.
157",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.39.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.39.txt,ambtsberichten,2015,"harass Nigerians daily over report on military,
https://cpj.org/2014/08/soldiers-harass-nigerian-daily-over-report-on-mili.php#more;",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.39.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.39.txt,ambtsberichten,2015,"’s press feeling the pressure (24 maart 2015);
-
Nigerian journalist threatened, rebuffed by police (20 maart 2015);
-
Nigeria police detain, charge journalists for reporting on oil tycoon (11 maart 2015);
-
CPJ 2014: Soldiers",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.39.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.39.txt,ambtsberichten,2015,"Getting away with murder CPJ’s 2013 impunity index spotlights countries where journalists are slain and the
killers go free (2 mei 2013);
-
Nigerian journalists could face life in jail o forgery charges (19 april 2013);Nigerian journalists could face life
in jail of forgery charges (19 april 2013);
-
Nigeria police harass Leadership staff over memo (10 april 2013).",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.4.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.4.txt,ambtsberichten,2015,"Pagina 4 van 86
3.5.3
LHBT's......................................................................................................61
3.5.4
Etnische groepen .......................................................................................65
4
Vluchtelingen en ontheemden..................................................................67
4.1
Ontheemden- en vluchtelingenstroom............................................................67
4.2
Opvang in de regio.....................................................................................68
4.3",Everyday Racism & Modern Racial Inequality,1.0
ambtsbericht-nigeria-2015-10-08.40.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.40.txt,ambtsberichten,2015,"Voorts meldde de
Premium Times dat in januari 2014 een grote Distributed Denial of Service (DDoS)
aanval op hun site werd gepleegd.167",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.40.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.40.txt,ambtsberichten,2015,"knowledge, perception and
use of the freedom of information (FOI) law in journalism practices (11 jan 2014),
http://www.academicjournals.org/article/article1392978764_Dunu%20and%20Ugbo.pdf;",Dehumanization & Scientific Racism,1.0
ambtsbericht-nigeria-2015-10-08.43.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.43.txt,ambtsberichten,2015,"parades dozens of cultists, robbery
gang, http://www.nigerianewsday.com/menu-sp-1122714369/news-a-commentary/security-a-police-
reform/8089-rivers-police-parades-dozens-of-cultists-robbery-gang;",Dehumanization & Scientific Racism,1.0
