filename,chunk_num,chunk_text,topic,confidence
lp-v-j-0000007648.pdf,10,"Na inwerkingtreding van dit wetsvoorstel kan het OM in een vroege fase strafrechtelijk optreden, doordat ook voorbereidingshandelingen met betrekking tot huwelijksdwang een strafbare gedraging 3 opleveren. Hiermee wordt de strafrechtelijke bescherming die de overheid tegen huwelijksdwang kan bieden vergroot. Daarnaast heeft strafbaarstelling van voorbereidingshandelingen een zekere preventieve en afschrikwekkende functie. De opsporing en vervolging van voorbereiding van huwelijksdwang is, zoals hierboven is aangegeven, echter complex, omdat huwelijksdwang doorgaans een verborgen vorm van dwang is waarvan niet of nauwelijks aangifte wordt gedaan. De leden van de SP-fractie vragen of met vervolging van voorbereidingshandelingen bij huwelijksdwang al ervaring is opgedaan in andere verdragsstaten.",Reparations & Justice,1.0
lp-v-j-0000007648.pdf,12,"In het kader van de totstandkoming van de wijziging van het Wetboek van Strafrecht, het Wetboek van Strafvordering en het Wetboek van Strafrecht BS met het oog op de verruiming van de mogelijkheden tot strafrechtelijke aanpak van huwelijksdwang, polygamie en vrouwelijke genitale verminking, is uitgebreid toegelicht waarom de algemene strafbaarstelling van dwang in het Wetboek van Strafrecht volstaat bij de strafrechtelijke aanpak van huwelijksdwang. Graag verwijs ik naar de memorie van toelichting bij dit wetsvoorstel (Kamerstukken II 32 840, 2010/11, nr. 3, p. 5 e.v.). Ingevolge artikel 284, tweede lid, Sr vindt uitsluitend in het geval dwang wordt uitgeoefend door bedreiging met smaad of een smaadschrift vervolging plaats op klacht. Bij huwelijksdwang zal doorgaans sprake zijn van de omstandigheden in artikel 284, eerste lid, onder 1, Sr te weten: dwang die wordt uitgeoefend door geweld of enige andere feitelijkheid of bedreiging hiermee.",Reparations & Justice,1.0
lp-v-j-0000007648.pdf,15,"De huidige strafmaxima acht ik passend. Hiermee wordt naar mijn mening de ernst van delict huwelijksdwang goed tot uitdrukking wordt gebracht. Voor zover de totstandkoming van een dwanghuwelijk heeft geleid tot het ontstaan van een gemeenschap van goederen waarmee financieel voordeel behaald is, kan, na de inwerkingtreding van het wetsvoorstel tegengaan huwelijksdwang (Kamerstukken I 2013/14, 33 488, nr. A) civielrechtelijk worden opgetreden. Voornoemd wetsvoorstel introduceert de bevoegdheid voor het OM om een huwelijk dat onder dwang gesloten is nietig te laten verklaren door de rechter. Het gevolg van de nietigverklaring wegens dwang is dat het huwelijk geacht wordt nooit te hebben bestaan of anders gezegd:",Everyday Racism & Modern Racial Inequality,1.0
lp-v-j-0000007648.pdf,19,"Bij de beoordeling van de vraag of een levenslange gevangenisstraf dreigt, wordt betrokken of er in het om uitlevering verzoekende land sprake is van een regime inzake vervroegde invrijheidstelling dat voldoet aan de eisen die het HRM stelt en op grond waarvan voorwaardelijke invrijheidstelling kan plaatsvinden op basis van objectieve, vooraf bepaalde criteria. De leden van de SP-fractie vragen hoe bij uitlevering rekening gehouden wordt met de medische zorg die wordt geleverd in buitenlandse penitentiaire inrichtingen en of de medisch noodzakelijke zorg die een veroordeelde eventueel nodig heeft wel voldoende gewaarborgd is. Uitlevering wordt in geen geval toegestaan wanneer de detentieomstandigheden in strijd met artikel 3 VRM zouden zijn na uitlevering. Hierbij worden medische voorzieningen vanzelfsprekend meegewogen. Wanneer voor de opgeëiste persoon specifieke medische zorg noodzakelijk is, wordt informatie ingewonnen welke voorzieningen in het desbetreffende land voorhanden zijn om de vereiste medische zorg te leveren.",Reparations & Justice,1.0
lp-v-j-0000007648.pdf,20,"Indien noodzakelijk zal een toezegging worden gevraagd dat de opgeëiste persoon de benodigde zorg krijgt. In samenwerking met het ministerie van Buitenlandse Zaken wordt 1 Application no. 140/10; http://hudoc.echr.coe.int/. 5 beoordeeld of de uitlevering van de desbetreffende opgeëiste persoon op een verantwoorde manier kan plaatsvinden. De Minister van Veiligheid en Justitie,",Dehumanization & Scientific Racism,1.0
bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.pdf,34,"Herbestemmen leegstaande gebouwen ........................................222 10.12 Duurzame energie .....................................................................223 8 11 Omzetting U-richtlijnen en verdragen ..............................................226 11.1 Subsidiariteitsbeginsel................................................................226 11.2 Lastenluwe implementatie ..........................................................226 11.3 Relatie met internationale regelgeving en uitvoeringsregelgeving ....227 12 Implementatie, digitalisering, uitvoering, toezicht en handhaving ..........228 12.1 Inleiding ...................................................................................228 12.2 Invoering .................................................................................228 12.3",Everyday Racism & Modern Racial Inequality,1.0
bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.pdf,58,"De reactie van de regering op de thema’s sturing op kwaliteit van de fysieke leefomgeving, de balans tussen flexibiliteit en rechtszekerheid en de verhouding tussen wet en AMvB’s wordt hieronder samengevat en verder toegelicht in de hoofdstukken 2, 3, 4 en 5. Daarna worden in hoofdstuk 6 en 7 per doelgroep (burgers, bedrijven en bestuursorganen) een aantal thema’s toegelicht en worden in hoofdstuk 8 de vragen over de instrumenten beantwoord. Vanaf hoofdstuk 9 worden vragen over overige thema’s beantwoord, waarbij de hoofdstukindeling van het verslag zoveel mogelijk is gevolgd. 12 In paragraaf 2.4 van deze nota zijn de hoofdlijnen van het stelsel en de verschillende sturingsmogelijkheden kort toegelicht.",Reparations & Justice,1.0
bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.pdf,59,"De regering wil hiermee, voordat de vragen over specifieke onderdelen beantwoord worden, op hoofdlijnen inzicht bieden in de werking van de verschillende instrumenten en bepalingen elk een bijdrage leveren aan de doelstellingen van het wetsvoorstel. Met deze opzet is niet de volgorde van het verslag aangehouden. Om te voorkomen dat onduidelijk is waar een vraag is beantwoord, is in bijlage 4 een tabel opgenomen waarin voor alle vragen is aangegeven in welke paragraaf van het verslag het antwoord is te vinden en zijn in het verslag tussen haakjes de nummers van de vragen vermeld. r is gevraagd naar een overzicht van de bestaande wetten die opgaan in de Omgevingswet. In bijlage 1 wordt per wet wordt inzichtelijk gemaakt welke onderdelen zullen opgaan in het voorliggende voorstel voor de Omgevingswet.",Reparations & Justice,1.0
bijlage-1-nota-naar-aanleiding-van-het-verslag-omgevingswet.pdf,65,"Het biedt de instrumenten, taakopdrachten, bevoegdheden en verplichtingen om te zorgen dat de doelen van de wet voor de kwaliteit van de fysieke leefomgeving worden gerealiseerd. Het bevat bijvoorbeeld verplichtingen tot het stellen van omgevingswaarden of algemene regels over concrete onderdelen van de fysieke leefomgeving of activiteiten. Daarbij gaat het wetsvoorstel uit van een samenhangende aanpak die ervoor zorgt dat alle relevante belangen (ruimte, water, infrastructuur, milieu, natuur en wonen) van begin af aan worden meegenomen in het beleids- en 13 besluitvormingsproces. Dit biedt kansen voor kwaliteit, slimme combinaties en duurzame oplossingen. Het biedt ook meer waarborgen voor veiligheid, gezondheid en omgevingskwaliteit.",Everyday Racism & Modern Racial Inequality,1.0
tk-nota-naar-aanleiding-van-het-verslag-invoeringswet-vereenvoudiging-en-digitalisering-procesrecht.pdf,1,"Graag dank ik de leden van de vaste commissie voor Veiligheid en Justitie voor hun vragen over dit wetsvoorstel. Dit is het vierde en tevens laatste wetsvoorstel ter uitvoering van het programma Kwaliteit en Innovatie (hierna: KI), waarbij digitaal procederen in het burgerlijk recht en het bestuursrecht wordt ingevoerd en het civiele procesrecht wordt vereenvoudigd en versneld. Dit wetsvoorstel strekt, evenals de Invoeringswet vereenvoudiging en digitalisering procesrecht ten aanzien van andere (nationale) wetgeving (Kamerstukken II 2014/15, 34 212), tot aanpassing van enkele rijkswetten aan de wetsvoorstellen tot wijziging van het Wetboek van Burgerlijke Rechtsvordering en de Algemene wet bestuursrecht in verband met vereenvoudiging en digitalisering van het procesrecht (Kamerstukken I 2014/15, 34 059) en tot wijziging van het Wetboek van Burgerlijke Rechtsvordering in verband met vereenvoudiging en digitalisering van het procesrecht in hoger beroep en cassatie (Kamerstukken I 2014/15, 34 138) (hierna: de twee wetsvoorstellen KI). Ik ben verheugd dat het programma KI en de twee wetsvoorstellen KI op brede steun van Uw Kamer kunnen rekenen. Ook ben ik blij dat de Staten van Sint Maarten zich geheel in het wetsvoorstel kunnen vinden en akkoord gaan met dit wetsvoorstel.",Everyday Racism & Modern Racial Inequality,1.0
tk-nota-naar-aanleiding-van-het-verslag-invoeringswet-vereenvoudiging-en-digitalisering-procesrecht.pdf,3,"1. Inleiding De leden van de CDA-fractie zijn benieuwd hoe binnen de implementatie van het KI- programma momenteel rekening wordt gehouden met de uitvoering van de motie-Oskam (Kamerstuk 34059, nr. 12). Op grond van deze motie gaat de gefaseerde inwerkingtreding van de twee wetsvoorstellen KI en de Invoeringswet ten aanzien van de nationale wetgeving in beginsel van start een half jaar na plaatsing van deze drie wetsvoorstellen in het Staatsblad. Wanneer de inwerkingtreding precies plaatsvindt, is afhankelijk van de parlementaire behandeling, maar mijn streven is dat medio 2016 de eerste fase van inwerkingtreding van start kan gaan.",Reparations & Justice,1.0
tk-nota-naar-aanleiding-van-het-verslag-invoeringswet-vereenvoudiging-en-digitalisering-procesrecht.pdf,5,"Het gaat om belemmeringen in de formulering van de wet die handelingen op papier voorschrijft. In het onderhavige wetsvoorstel gaat het bijvoorbeeld om artikel 25 van de Rijkswet Noodvoorzieningen Scheepvaart. Het eerste lid bepaalt dat een verzoekschrift in drievoud moet worden ingediend en in het derde lid staat dat de griffier de verzoeker en andere belanghebbenden bij aangetekende brief in kennis stelt van de dag waarop de zaak ter rolle wordt uitgeroepen. In een digitale omgeving is het in drievoud indienen van een procesinleiding niet nodig, omdat processtukken in het digitale dossier van de partijen ter beschikking worden gesteld. De kennisgeving van de griffier bij aangetekende brief kan voorts worden vervangen door een schriftelijke kennisgeving via het digitale systeem, waarbij met behulp van notificaties langs elektronische weg een vergelijkbare waarborg wordt geboden dat berichten van het gerecht de belanghebbende partijen bereiken.",Reparations & Justice,1.0
tk-nota-naar-aanleiding-van-het-verslag-invoeringswet-vereenvoudiging-en-digitalisering-procesrecht.pdf,7,"3. Voorbereiding van het wetsvoorstel De leden van de SP-fractie zijn benieuwd of er van de overzeese gebiedsdelen wordt verwacht (en kan worden verwacht) dat zij in eenzelfde tempo als in Nederland de digitalisering van de rechtspraak doorvoeren en vragen naar de uitvoering van KI in specifiek de overzeese gebiedsdelen. Het Programma KI heeft alleen betrekking op de digitalisering van civiel- en bestuursrechtelijke procedures bij de gerechten in het uropese deel van het Koninkrijk. De rechterlijke instanties die een digitaal systeem voor gegevensverwerking ter beschikking stellen, worden opgesomd in artikel 1 van het Besluit digitalisering burgerlijk procesrecht en bestuursprocesrecht.",Reparations & Justice,1.0
tk-nota-naar-aanleiding-van-het-verslag-invoeringswet-vereenvoudiging-en-digitalisering-procesrecht.pdf,10,"Zoals ik hiervoor bij de beantwoording van de vragen in paragraaf 3 heb aangegeven, wordt digitaal procederen via dit programma niet ingevoerd bij de gerechten in het Caribische deel van het Koninkrijk. Aan dit wetsvoorstel zijn daarom geen kosten verbonden voor de overzeese gebieden. De aan het woord zijnde leden vragen voorts om een reactie op het bericht op de website van de rechtspraak dat de digitalisering in Nederland vertraging heeft opgelopen. Zij vragen of al bekend is hoe groot de vertraging is en wat hiervan de consequenties zijn. Teneinde de praktijk voldoende gelegenheid te geven zich voor te bereiden op digitaal procederen, heb ik toegezegd dat er tussen de publicatie van de wetgeving KI in het Staatsblad en de inwerkingtreding ervan in beginsel een half jaar zal zitten.",Reparations & Justice,1.0
tk-nota-naar-aanleiding-van-het-verslag-invoeringswet-vereenvoudiging-en-digitalisering-procesrecht.pdf,17,"Vragen van de Staten van Aruba De in de Staten van Aruba aanwezige fracties merken op dat schriftelijke opmerkingen in het kader van een prejudiciële procedure door een advocaat bij de Hoge Raad dienen te worden getekend en dat schriftelijke opmerkingen die niet door een advocaat bij de Hoge Raad zijn ondertekend ter zijde worden gelegd. De aan het woord zijnde fracties wijzen op de sinds 1 juli 2012 bestaande mogelijkheid dat iedere in Nederland op het tableau ingeschreven advocaat met stage-verklaring, alsmede de U-advocaat bedoeld in artikel 16h Advocatenwet, zich kan kwalificeren als advocaat bij de Hoge Raad. Zij vragen of in de Rijkswet cassatierechtspraak voor Aruba, Curaçao, Sint Maarten en voor Bonaire, Sint ustatius en Saba (hierna: de Rijkswet cassatierechtspraak) de mogelijkheid dient te worden geschapen, dat ook advocaten met stage-verklaring, ingeschreven bij het Gemeenschappelijk Hof van Justitie, zich desgewenst kunnen kwalificeren als advocaat bij de Hoge Raad. Zij vragen ook of de bevoegdheid tot het zelfstandig indienen van schriftelijke opmerkingen in het kader van een prejudiciële procedure wellicht valt onder het bereik van het pleitrecht als vervat in artikel 8 van de Rijkswet cassatierechtspraak.",Reparations & Justice,1.0
tk-nota-naar-aanleiding-van-het-verslag-invoeringswet-vereenvoudiging-en-digitalisering-procesrecht.pdf,18,"Overwogen wordt inderdaad om in de Rijkswet cassatierechtspraak de mogelijkheid te creëren dat advocaten met stage-verklaring, ingeschreven bij het Gemeenschappelijk Hof van Justitie, zich desgewenst kunnen kwalificeren als advocaat bij de Hoge Raad. De invulling hiervan vergt nog nadere uitwerking en afstemming met diverse partijen. Daarom wordt dit in een afzonderlijk traject behandeld, waarbij artikel 8 van de Rijkswet cassatierechtspraak mogelijk zal worden gewijzigd. Besloten is eerst te regelen dat het Gemeenschappelijk Hof van Justitie en de Gerechten in eerste aanleg de bevoegdheid krijgen tot het stellen van prejudiciële vragen in civielrechtelijke procedures en ook andere, technische verbeteringen die reeds voldoende zijn uitgewerkt, mee te nemen in het onderhavige wetsvoorstel ter uitvoering van het programma KI. De in de Staten van Aruba aanwezige fracties wijzen voorts op een arrest van de Hoge Raad d.d. 7 oktober 2014 (CLI:NL:HR:2014:2910), waarin met betrekking tot de ontvankelijkheid van een strafzaak uit Aruba is beslist, dat beroep in cassatie openstaat indien een straf of maatregel is opgelegd van een geldboete van (gezamenlijk) Afl 400,- of hoger, zijnde de 5 tegenwaarde van € 250,-.","Remembrance, Heritage & Education",1.0
meerjarenplan-ilt-2015-2019.pdf,2,"Intern zet de inspectie de volgende stap in het uniformeren van haar processen. Deze zijn nu beschreven, waarmee het mogelijk wordt door middel van de zogeheten wasstraten de bestaande procesinrichting te toetsen aan de wenselijke, zodat de domeinen weten op welke aspecten zij hun procesinrichting moeten aanpassen. Daarmee wordt uiteindelijk de efficiency vergroot. Zoals vele andere organisaties in Nederland kent de inspectie een ‘scheve’ personeelsopbouw, waarbij er meer oudere dan jongere medewerkers zijn. Daar is een voordeel aan verbonden, omdat wij op veel ervaring kunnen steunen.",Everyday Racism & Modern Racial Inequality,1.0
meerjarenplan-ilt-2015-2019.pdf,3,"Maar het ziekteverzuim is relatief hoog door langdurig zieken. Dat veroorzaakt persoonlijk leed en het legt meer druk op de collega’s. Door een tijdelijke vacaturestop in verband met het realiseren van onze taakinstellingen voelen onze mensen die druk nog extra. Wij zijn er dan ook trots op dat, ondanks deze context, onze medewerkers hun hart voor de publieke zaak niet verliezen en zich onverminderd inzetten om de naleving te verbeteren. Namens het Directieteam, De Inspecteur-Generaal Leefomgeving en Transport, Jenny Thunnissen voorwoord 1.",Everyday Racism & Modern Racial Inequality,1.0
meerjarenplan-ilt-2015-2019.pdf,4,"waar staan we voor 4 | Inspectie Leefomgeving en Transport de inspectie: autoriteit voor leefomgeving en transport de taak en de missie van de inspectie De taak van de Inspectie Leefomgeving en Transport is ervoor te zorgen dat bedrijven, organisaties en overheidsinstanties (de ondertoezichtstaanden) de wet- en regelgeving op het terrein van de (duurzame) leefomgeving en de fysieke veiligheid naleven. Het werkveld van de inspectie omvat: • afval, industrie & bedrijven;",Everyday Racism & Modern Racial Inequality,1.0
meerjarenplan-ilt-2015-2019.pdf,7,"Zij moet haar gezag met onbesproken optreden verdienen. Pas dan erkennen bedrijven, instellingen, andere overheden, burgers en passagiers de inspectie als gezaghebbende autoriteit, in het besef dat zij staat voor haar aandeel in de gewenste duurzaamheid, veiligheid en kwaliteit en dat de ondertoezichtstaanden staan voor hun bijdrage. De Inspectie Leefomgeving en Transport bewaakt en stimuleert de naleving van wet- en regelgeving op de haar toegewezen domeinen. - de missie - Meerjarenplan 2015-2019 | 5 de opdracht Bij de totstandkoming van wet- en regelgeving streeft de wetgever naar een door haar gewenst niveau van veiligheid en kwaliteit.",Everyday Racism & Modern Racial Inequality,1.0
meerjarenplan-ilt-2015-2019.pdf,9,"Het rechtmatigheidvereiste houdt in dat de inspectie handelt in overeenstemming met het geschreven en ongeschreven recht. Zij moet wet- en regelgeving, jurisprudentie en beleidsregels eenduidig en juist toepassen, conform de bedoeling en de strekking ervan. Doet zich nieuwe wet- en regelgeving voor, dan voert de inspectie vooraf uitvoerings- en handhaafbaar- heidtoetsen uit. De belangrijkste toetsingscriteria die zij daarbij hanteert zijn begrijpelijkheid van de wet- en regelgeving, de uitvoerbaarheid, fraudebestendigheid, controleerbaarheid, de beschikbaarheid van bevoegdheden om te interveniëren, de administratieve lasten voor de bedrijven en organisaties, de kosten van de uitvoering en de snelheid waarmee de nieuwe wet- en regelgeving kan worden geïmplementeerd. Respect voor burgers, bedrijven, organisaties en overheidsinstanties is voor iedere overheidsorganisatie het leidende beginsel in haar optreden.",Reparations & Justice,1.0
meerjarenplan-ilt-2015-2019.pdf,10,"Het rechtsgevoel in de samenleving vereist een adequate rechtsbescherming. De wetgever draagt zorg voor adequate bezwaar- en beroepsmogelijkheden. De inspectie waarborgt de rechten en plichten van ondertoezichtstaanden door transparante voorlichting en informatie te geven. Ook houdt zij zich aan termijnen (voor het afgeven van vergunningen, de afhandeling van klachten en bezwaarschriften) en motiveert zij haar beslissingen. De inspectie heeft daarbij de plicht om onafhankelijk en deskundig te oordelen, belangenverstrengeling te vermijden, voorbeeldgedrag te tonen en zich publiekelijk te verantwoorden.",Everyday Racism & Modern Racial Inequality,1.0
meerjarenplan-ilt-2015-2019.pdf,11,"In een democratische rechtsstaat is de burgerlijke vrijheid een groot goed en is terughoudendheid van de overheid gepast. Maar dat uitgangspunt mag er niet toe leiden dat de overheid de normstelling verwaar- loost. Voorop staat dat de ondertoezichtstaanden de verantwoordelijkheid nemen de democratisch tot stand gekomen wet- en regelgeving uit eigen beweging na te komen. Maar constateert de inspectie tekortkomingen of overtredingen, dan zal zij de grenzen van de toelaatbaarheid zonder aanzien des persoon markeren. De Inspectie Leefomgeving en Transport bevordert de bereidheid van ondertoezichtstaanden om hun verplichtingen na te leven.",Everyday Racism & Modern Racial Inequality,1.0
meerjarenplan-ilt-2015-2019.pdf,13,"De wetgever rekent op de eigen verantwoordelijkheid van de ondertoezichtstaanden. De inspectie heeft de opdracht de naleving van die verplichtingen te onderhouden en te stimuleren. Zij doet dat door vergunningen te verlenen, door middel van handhaving (dienstverlening, toezicht en opsporing) en door onderzoek te doen. De Inspectie Leefomgeving en Transport onderhoudt en stimuleert de bereidheid van ondertoezichtstaanden om hun verplichtingen na te leven. Zij doet dat door middel van vergunningverlening, handhaving (dienstverlening, toezicht en opsporing) en onderzoek.",Everyday Racism & Modern Racial Inequality,1.0
meerjarenplan-ilt-2015-2019.pdf,17,"handhaving De inspectie handhaaft op drie manieren de naleving van wet- en regelgeving ; dienstverlening Dienstverlening aan de ondertoezichtstaanden houdt in dat de inspectie voorlichting en informatie geeft over wet- en regelgeving. Ook maakt zij het de ondertoezichtstaanden gemakkelijker om hun verplich- tingen na te komen door onder andere aanvraag- en informatieverplichtingen te digitaliseren, formu- lieren te vereenvoudigen en te zorgen voor een goede klachtenregeling. Daarnaast behoort de afhande- ling van meldingen over bijvoorbeeld vuurwerk, transporten van gevaarlijke stoffen, bodem, drinkwater en legionella tot de diensten die de inspectie verleent. Meerjarenplan 2015-2019 | 7",Everyday Racism & Modern Racial Inequality,1.0
meerjarenplan-ilt-2015-2019.pdf,18,"Ook stelt de inspectie voor specifieke doelgroepen de (verzamelde) resultaten van inspecties beschikbaar, bijvoorbeeld tijdens voorlichtingsbijeenkomsten. Doel daarvan is het bewustzijn van de stand van de naleving binnen zo’n doelgroep te vergroten. toezicht De inspectie houdt toezicht vanuit het beginsel ‘vertrouwen tenzij’. Basis daarvoor vormt een nalevings- en risicoselectiesysteem dat de inspectie de komende jaren verder ontwikkelt.",Everyday Racism & Modern Racial Inequality,1.0
