filename,chunk_num,chunk_text,topic,confidence,chunk_5w_len,cosine_similarity
tk-nota-naar-aanleiding-van-het-verslag-invoeringswet-vereenvoudiging-en-digitalisering-procesrecht.pdf,10,"Zoals ik hiervoor bij de beantwoording van de vragen in paragraaf 3 heb aangegeven, wordt digitaal procederen via dit programma niet ingevoerd bij de gerechten in het Caribische deel van het Koninkrijk. Aan dit wetsvoorstel zijn daarom geen kosten verbonden voor de overzeese gebieden. De aan het woord zijnde leden vragen voorts om een reactie op het bericht op de website van de rechtspraak dat de digitalisering in Nederland vertraging heeft opgelopen. Zij vragen of al bekend is hoe groot de vertraging is en wat hiervan de consequenties zijn. Teneinde de praktijk voldoende gelegenheid te geven zich voor te bereiden op digitaal procederen, heb ik toegezegd dat er tussen de publicatie van de wetgeving KI in het Staatsblad en de inwerkingtreding ervan in beginsel een half jaar zal zitten.",Reparations & Justice,1.0,147,0.056841224406312146
tk-nota-naar-aanleiding-van-het-verslag-invoeringswet-vereenvoudiging-en-digitalisering-procesrecht.pdf,17,"Vragen van de Staten van Aruba De in de Staten van Aruba aanwezige fracties merken op dat schriftelijke opmerkingen in het kader van een prejudiciële procedure door een advocaat bij de Hoge Raad dienen te worden getekend en dat schriftelijke opmerkingen die niet door een advocaat bij de Hoge Raad zijn ondertekend ter zijde worden gelegd. De aan het woord zijnde fracties wijzen op de sinds 1 juli 2012 bestaande mogelijkheid dat iedere in Nederland op het tableau ingeschreven advocaat met stage-verklaring, alsmede de U-advocaat bedoeld in artikel 16h Advocatenwet, zich kan kwalificeren als advocaat bij de Hoge Raad. Zij vragen of in de Rijkswet cassatierechtspraak voor Aruba, Curaçao, Sint Maarten en voor Bonaire, Sint ustatius en Saba (hierna: de Rijkswet cassatierechtspraak) de mogelijkheid dient te worden geschapen, dat ook advocaten met stage-verklaring, ingeschreven bij het Gemeenschappelijk Hof van Justitie, zich desgewenst kunnen kwalificeren als advocaat bij de Hoge Raad. Zij vragen ook of de bevoegdheid tot het zelfstandig indienen van schriftelijke opmerkingen in het kader van een prejudiciële procedure wellicht valt onder het bereik van het pleitrecht als vervat in artikel 8 van de Rijkswet cassatierechtspraak.",Reparations & Justice,1.0,223,0.044901117513219596
meerjarenplan-ilt-2015-2019.pdf,2,"Intern zet de inspectie de volgende stap in het uniformeren van haar processen. Deze zijn nu beschreven, waarmee het mogelijk wordt door middel van de zogeheten wasstraten de bestaande procesinrichting te toetsen aan de wenselijke, zodat de domeinen weten op welke aspecten zij hun procesinrichting moeten aanpassen. Daarmee wordt uiteindelijk de efficiency vergroot. Zoals vele andere organisaties in Nederland kent de inspectie een ‘scheve’ personeelsopbouw, waarbij er meer oudere dan jongere medewerkers zijn. Daar is een voordeel aan verbonden, omdat wij op veel ervaring kunnen steunen.",Everyday Racism & Modern Racial Inequality,1.0,103,0.06389355633718201
meerjarenplan-ilt-2015-2019.pdf,4,"waar staan we voor 4 | Inspectie Leefomgeving en Transport de inspectie: autoriteit voor leefomgeving en transport de taak en de missie van de inspectie De taak van de Inspectie Leefomgeving en Transport is ervoor te zorgen dat bedrijven, organisaties en overheidsinstanties (de ondertoezichtstaanden) de wet- en regelgeving op het terrein van de (duurzame) leefomgeving en de fysieke veiligheid naleven. Het werkveld van de inspectie omvat: • afval, industrie & bedrijven;",Everyday Racism & Modern Racial Inequality,1.0,88,0.031092224224490397
meerjarenplan-ilt-2015-2019.pdf,7,"Zij moet haar gezag met onbesproken optreden verdienen. Pas dan erkennen bedrijven, instellingen, andere overheden, burgers en passagiers de inspectie als gezaghebbende autoriteit, in het besef dat zij staat voor haar aandeel in de gewenste duurzaamheid, veiligheid en kwaliteit en dat de ondertoezichtstaanden staan voor hun bijdrage. De Inspectie Leefomgeving en Transport bewaakt en stimuleert de naleving van wet- en regelgeving op de haar toegewezen domeinen. - de missie - Meerjarenplan 2015-2019 | 5 de opdracht Bij de totstandkoming van wet- en regelgeving streeft de wetgever naar een door haar gewenst niveau van veiligheid en kwaliteit.",Everyday Racism & Modern Racial Inequality,1.0,118,0.030544388966667807
meerjarenplan-ilt-2015-2019.pdf,9,"Het rechtmatigheidvereiste houdt in dat de inspectie handelt in overeenstemming met het geschreven en ongeschreven recht. Zij moet wet- en regelgeving, jurisprudentie en beleidsregels eenduidig en juist toepassen, conform de bedoeling en de strekking ervan. Doet zich nieuwe wet- en regelgeving voor, dan voert de inspectie vooraf uitvoerings- en handhaafbaar- heidtoetsen uit. De belangrijkste toetsingscriteria die zij daarbij hanteert zijn begrijpelijkheid van de wet- en regelgeving, de uitvoerbaarheid, fraudebestendigheid, controleerbaarheid, de beschikbaarheid van bevoegdheden om te interveniëren, de administratieve lasten voor de bedrijven en organisaties, de kosten van de uitvoering en de snelheid waarmee de nieuwe wet- en regelgeving kan worden geïmplementeerd. Respect voor burgers, bedrijven, organisaties en overheidsinstanties is voor iedere overheidsorganisatie het leidende beginsel in haar optreden.",Reparations & Justice,1.0,165,0.037387610569643626
meerjarenplan-ilt-2015-2019.pdf,10,"Het rechtsgevoel in de samenleving vereist een adequate rechtsbescherming. De wetgever draagt zorg voor adequate bezwaar- en beroepsmogelijkheden. De inspectie waarborgt de rechten en plichten van ondertoezichtstaanden door transparante voorlichting en informatie te geven. Ook houdt zij zich aan termijnen (voor het afgeven van vergunningen, de afhandeling van klachten en bezwaarschriften) en motiveert zij haar beslissingen. De inspectie heeft daarbij de plicht om onafhankelijk en deskundig te oordelen, belangenverstrengeling te vermijden, voorbeeldgedrag te tonen en zich publiekelijk te verantwoorden.",Everyday Racism & Modern Racial Inequality,1.0,106,0.038595077346783
meerjarenplan-ilt-2015-2019.pdf,35,"Hetzelfde geldt voor de aanpak van grote, vaak multinationale industriële bedrijven met aanzienlijke milieu- en veiligheidsrisico’s. r is een duidelijke toename van uropese initiatieven die het milieutoezicht moeten versterken en professionaliseren. r zijn verschillende van die initiatieven, zoals vrijwillige samenwerking in internatio- nale netwerken, regelgeving die dwingende eisen aan het toezicht stelt en de instelling van uropese toezichthouders. De tendens om steeds meer gedetailleerde, onderwerpspecifieke toezichtverplichtingen vast te stellen en een gebrek aan één samenhangende visie op de rol van de nationale toezichthouders belemmeren een consistente aanpak en beperken de ruimte voor eigen oplossingen in de lidstaten. Dat kan consequenties hebben voor de beoogde intensivering en kwaliteitsverbetering van het milieutoe- zicht, waardoor regelgeving haar doel mogelijk minder goed bereikt en het speelveld voor internationaal opererende bedrijven mogelijk minder gelijk wordt.",Everyday Racism & Modern Racial Inequality,1.0,175,0.03358853738244289
meerjarenplan-ilt-2015-2019.pdf,48,"Op die manier geeft de inspectie invulling aan de ontwikkeling van digitale dienstverlening. De komende jaren moet de website ingrijpend worden aangepast aan het zoekgedrag van de bezoekers. Via haar Meld- en Informatiecentrum (MIC) behandelt de inspectie vragen en meldingen van zowel burgers en bedrijven als collega-handhavers. Het MIC beantwoordt telefonische en via e-mail en brief gestelde vragen van burgers en bedrijven. Het MIC ontvangt en registreert de meldingen die bij de inspectie binnenkomen, beoordeelt de urgentie en bepaalt de routering van afhandeling.",Everyday Racism & Modern Racial Inequality,1.0,100,0.04620785564051275
rapport-maatwerk-voor-risicojongeren.pdf,26,Samenwerking en samenspraak met (vertegenwoor­ digers van) gemeenschappen was belangrijk in de aanpak voor beide groeperingen. Zie een voorbeeld van een advies uit de Antilliaanse gemeenschap aan beleidsmakers. Het advies benadrukt dat ook bij de overgang naar regulier beleid blijvende aan­ dacht voor maatwerk en culturele sensitiviteit nodig is. Introductie Leeswijzer Introductie,Everyday Racism & Modern Racial Inequality,1.0,65,0.05282494725787597
rapport-maatwerk-voor-risicojongeren.pdf,30,"Inzichten uit deze handreiking kunnen dan ook breder wor­ den toegepast bij de aanpak van problemen met risicojeugd. Risicojongeren zijn – volgens een defi­ nitie van het Nicis uit 2009: ‘ Kinderen of jonge­ ren die meerdere, vaak samenhangende en elkaar versterkende problemen ervaren, waardoor ze het risico lopen op maatschappelijke uitval en/ of verval in criminaliteit. Risicofactoren kunnen voortkomen uit kenmerken van het kind zelf (bij­ voorbeeld een verstandelijke, psychische of licha­ melijke problematiek), uit omgevingskenmerken zoals een problematische thuissituatie, lage soci­ aaleconomische status of slechte woonomgeving, en/of uit culturele achtergrond voortkomende knelpunten, zoals het hebben van verschillende waarden en normen of het om moeten gaan met negatieve beeldvorming’. Deze definitie sluit goed aan bij het beleid van de afgelopen jaren.",Everyday Racism & Modern Racial Inequality,1.0,147,0.0658181646612099
rapport-maatwerk-voor-risicojongeren.pdf,56,"Voorbeelden op elk van die niveaus zijn dan ach­ tereenvolgens de neiging tot agressief gedrag, een autoritaire en weinig steunende opvoedstijl, deel­ nemen aan een criminele jeugdgroep en het wonen in een achterstandbuurt. Interventies zijn onder andere: • cognitieve gedragstherapie, waarmee jongeren leren om te gaan met cognitieve denkfouten (‘deze maatschappij moet mij niet’) • oudertraining • multisysteemtherapie, met aandacht voor (interacties in) gezin, school, leeftijdgenoten en buurt MORL ONTWIKKLING",Everyday Racism & Modern Racial Inequality,1.0,92,0.03421555091725573
rapport-maatwerk-voor-risicojongeren.pdf,75,"Om een goede aanpak of goed beleid te kunnen formuleren, is een helder beeld van de omvang van de problematiek noodzakelijk, maar ook inzicht in de oorzaken en achtergronden ervan. Daarna kan naar echt werkende oplossingen worden gezocht. Naast probleemanalyses op individueel niveau is het voor bestuurders en beleidsmakers dan ook van belang om een analyse te maken van het probleem op het institutionele niveau: op het niveau van de wijk, de stad of samenleving als geheel. Wetenschappelijk onderzoek kan meer informa­ tie verschaffen over oorzaken, risicofactoren en oplossingsrichtingen.",Everyday Racism & Modern Racial Inequality,1.0,108,0.047824913028358555
rapport-maatwerk-voor-risicojongeren.pdf,80,"beschrijft de belang­ rijkste elementen en voorzieningen binnen een gemeente, buurt of wijk, zowel voor de hele bevolking, als voor de risicojongeren of -groe­ pen. De gemeente kan zo vaststellen waar moge­ lijk overlap zit of waar zich juist hiaten bevinden. Wat ook wel gebeurt bij een contextanalyse is een nadere analyse van jongeren op etniciteit, sociaal­ economische status, schooluitval en arbeidsparti­ cipatie, en een onderzoek naar verschillen in bij­ voorbeeld schooluitval of arbeidsdeelname tussen subgroepen. Ideeën voor bronnen zijn te vinden in deze tekst. Het programma ‘Communities that Care’ (CtC) biedt een goed voorbeeld van een uitgebreide con­ textanalyse.",Everyday Racism & Modern Racial Inequality,1.0,118,0.03644378001129707
rapport-maatwerk-voor-risicojongeren.pdf,81,"CtC is een wijkgerichte methode om probleemgedrag van jongeren vroeg te signale­ ren en aan te pakken. Hierbij worden de onderlig­ gende oorzaken van probleemgedrag systematisch in ogenschouw genomen. Het gaat bijvoorbeeld om geweld, delinquentie, problematisch midde­ lengebruik, schooluitval, tienerzwangerschap­ pen en depressie. Uit een landelijke evaluatie blijkt dat CtC vooral geschikt is als strategisch stu­ ringsinstrument. Het programma draagt ertoe bij dat instellingen op het terrein van preventie goed samenwerken.",Everyday Racism & Modern Racial Inequality,1.0,90,0.03546565796262314
publieksmonitor-bzk-rapport.pdf,29,"Burgers zien zowel positieve als negatieve gevolgen van koppeling persoonsgegevens • Ook de koppeling van persoonsgegeven tussen overheidsinstanties dient volgens burgers vooral hun gemak (61%), de snelheid (58%) en de efficiëntie (55%). Men ziet echter overwegend negatieve gevolgen voor de privacy (51%), veiligheid (38%) en betrouwbaarheid (27%). Vertrouwen in AIVD redelijk tot sterk; bestrijding jihadisme en radicalisme gezien als topprioriteit •",Everyday Racism & Modern Racial Inequality,1.0,76,0.034003749218119626
publieksmonitor-bzk-rapport.pdf,34,"Doelgroep, steekproef en representativiteit De doelgroep van publieksmonitor is de Nederlandse bevolking tussen 18 en 70 jaar. Om uitspraken te kunnen doen over de doelgroep is een steekproef gerealiseerd van n= 814 Nederlanders tussen 18 en 70 jaar op basis van het StemPunt-panel van Motivaction. De resultaten zijn representatief voor de doelgroep doordat gebruik is gemaakt van propensity-sampling en –weging voor kenmerken waarvan verwacht mag worden dat die van invloed zijn op de resultaten: leeftijd (tussen 18 en 70 jaar), opleiding, geslacht, regio, sociaal-culturele oriëntaties (Mentality-milieus) en de interacties tussen deze variabelen. Door middel van deze steekproeftrekking en weging is de steekproef representatief.",Everyday Racism & Modern Racial Inequality,1.0,134,0.03388118434509024
programmaplan-rechtmatige-zorg-aanpak-van-fouten-en-fraude-2015-2018.pdf,13,"raudeurs overtreden niet alleen de regels, zij ondermijnen ook het vertrouwen in de integriteit van de andere zorgaanbieders en zorgverzekeraars en tasten daarmee het draagvlak in de samenleving aan om bij te dragen aan de zorgkosten. Met dit programma investeren we daarom in een verdere versterking van de rechtmatigheid van de zorg, met een zorgbrede, samenhangende aanpak van fouten en fraude, ten aanzien van de Zorgverzekeringswet (Zvw), de Wet langdurige zorg (Wlz), de Wet maatschappelijke ondersteuning 2015 (Wmo 2015) en de Jeugdwet. en gezamenlijke aanpak door de gehele keten staat daarbij centraal, van het zoveel mogelijk voorkomen dat onrechtmatigheden zich voordoen, tot het tijdig signaleren en corrigeren van onrechtmatigheden bij controles en een effectieve en passende handhaving bij overtredingen. 1 Kamerstukken II, 2012/2013, 28 828, nr. 50",Everyday Racism & Modern Racial Inequality,1.0,159,0.05087614374094969
programmaplan-rechtmatige-zorg-aanpak-van-fouten-en-fraude-2015-2018.pdf,22,"Onrechtmatigheden kunnen in de diverse domeinen en sectoren verschillen in aard, omvang en achtergrond. De domeinen en sectoren kennen immers een verschillende verantwoordelijkheidsverdeling en bekostiging. 6 Het aanpakken van onvolkomenheden in de kwaliteit van zorg, bijvoorbeeld als gevolg van fraude met diploma’s of onder- of overbehandeling, is eveneens belangrijk voor het werken aan de kwaliteit, toegankelijkheid en betaalbaarheid van de zorg, maar valt buiten de reikwijdte van dit programma. Datzelfde geldt voor inspanningen gericht op deregulering en het tegengaan van oneigenlijk gebruik en ondoelmatige zorg.",Everyday Racism & Modern Racial Inequality,1.0,112,0.05924748428113701
programmaplan-rechtmatige-zorg-aanpak-van-fouten-en-fraude-2015-2018.pdf,28,"In deze gevallen is minder duidelijk of er een fout is gemaakt of dat regels bewust zijn overtreden. - In een aantal gevallen is duidelijk dat regels bewust zijn overschreden. Door de NZa bestrafte overtredingen betreffen bijvoorbeeld het in rekening brengen van behandelingen die niet hebben plaatsgevonden; het declareren van hogere bedragen dan de door de NZa vastgestelde tarieven en het ten onrechte rekenen van duurdere tarieven voor complexe behandelingen, terwijl er sprake was van standaard behandelingen. 7 belangrijkste risico’s in acht deelsectoren in kaart",Everyday Racism & Modern Racial Inequality,1.0,98,0.03222287799204866
onderwijsbekostiging-ocw-en-ez.pdf,2,"Quoting numbers or text in papers, essays and books is permitted only when the source is clearly mentioned. No part of this publication may be copied and/or published in any form or by any means, or stored in a retrieval system, without the prior written permission of Panteia. Panteia does not accept responsibility for printing errors and/or other imperfections. 3",Dehumanization & Scientific Racism,1.0,65,0.07870928869750253
onderwijsbekostiging-ocw-en-ez.pdf,19,"De hoogte van het precieze bedrag per instelling is afhankelijk van leerling-/studentenaantallen, in sommige sectoren diploma’s, en andere facto- ren (zoals specifieke prestatie-afspraken in het kader van prestatiebekostiging, die we vinden in mbo, hbo en wo). Het aandeel van de lumpsum dat vast is (dus niet afhankelijk van leerlingaantallen of andere variabelen), verschilt per sector: in vo en mbo is dit relatief laag, in hbo en wo hoger.  De bekostiging van huisvesting verschilt per sector: juridisch eigenaar van de huis- vesting van vo-scholen is de gemeente (bestuur is wel verantwoordelijk voor on- derhoud), maar vanaf mbo is er een component huisvesting die hetzij apart, hetzij via de lumpsum vanuit het Rijk wordt bekostigd.  Naast deze ‘vaste’ lumpsum zijn er specifiekere regelingen:",Everyday Racism & Modern Racial Inequality,1.0,149,0.031627304023723504
onderwijsbekostiging-ocw-en-ez.pdf,61,"Niet alle studenten en promoties tellen gelijk mee. In het hbo zijn er laag- en hoogbe- kostigde studenten (die resp. als 1 en 1,28 tellen), en in het wo laag-, hoog- en top- bekostigde (resp. 1, 1,5 en 3). Promoties kennen sinds 2009 één prijs en waren daar- voor ook laag- of hoogbekostigd. Z volgt OCW in de variabele bekostiging van het hbo en wo; de prijzen per (hoogbe- kostigde) student, diploma en promotie worden overgenomen.",Everyday Racism & Modern Racial Inequality,1.0,80,0.03355348113010639
onderwijsbekostiging-ocw-en-ez.pdf,89,"Vakdepartementale subsidies en deel van de rijksuitgaven van Z aan onderwijsinstellingen (in vo, mbo, hbo en wo), de zogenaamde groene-plus, heeft de vorm van subsidies of een aanvulling op de bekostiging die ‘vakdepartement’-specifiek zijn. Voor een deel van deze middelen le- veren de onderwijsinstellingen op basis van meerjarenafspraken aanvullende presta- ties ten dienste van de groene sector. Voor het grootste deel worden met deze midde- len (reguliere) onderwijstaken bekostigd, die bij OCW onder de hoofdbekostiging val- len. Deze middelen vallen na 2015 weg. Door de aard van deze middelen kun je ze niet op voorhand volledig beschouwen als basisbekostiging noch volledig als zuivere aanvullende subsidie.",Everyday Racism & Modern Racial Inequality,1.0,134,0.05562254562283098
beleidsdoorlichting-ziektepreventie.pdf,2,"Quoting numbers or text in papers, essays and books is permitted only when the source is clearly mentioned. No part of this publication may be copied and/or published in any form or by any means, or stored in a retrieval system, without the prior written permission of Panteia. Panteia does not accept responsibility for printing errors and/or other imperfections. C10949",Dehumanization & Scientific Racism,1.0,65,0.07764111602910728
beleidsdoorlichting-ziektepreventie.pdf,3,"3 Voorwoord De Beleidsdoorlichting Ziektepreventie betreft drie belangrijke terreinen van preventie die onder directe verantwoordelijkheid van het Ministerie van Volksgezondheid, Welzijn en Sport worden uitgevoerd, namelijk bevolkingsonderzoeken, infectieziektebestrijding, en jeugdgezondheidszorg. Deze Beleidsdoorlichting is in opdracht van het Ministerie uitgevoerd door een onderzoeksteam van Panteia, onder begeleiding van een stuurgroep onder mijn voorzitterschap.",Everyday Racism & Modern Racial Inequality,1.0,83,0.03271051252130418
beleidsdoorlichting-ziektepreventie.pdf,6,"Ik pik de drie belangrijkste eruit. Uit de enkele jaren geleden uitgevoerde evaluatie van de bestrijding van de Q-koorts is gebleken dat het Ministerie van VWS hierbij is tekort geschoten in de bewaking van de publieke belangen, o.a. door onvoldoende tegenwicht te bieden aan de belangen van de agrarische sector. Als reactie op deze evaluatie is weliswaar de samenwerking op het terrein van risicoanalyse tussen het humane en veterinaire domein versterkt, maar onduidelijk blijft in hoeverre het fundamentele probleem daarmee is opgelost. De Minister van VWS zou zich, op alle terreinen van preventie, sterker kunnen en moeten profileren als de hoeder van het volksgezondheidsbelang, ook als dit botst met economische en andere belangen.",Everyday Racism & Modern Racial Inequality,1.0,132,0.040661035129324515
