filename,filepath,document_type,year,chunk_num,chunk_text,topic,confidence,cosine
ambtsbericht-nigeria-2015-10-08.23.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.23.txt,2015,ambtsbericht-nigeria-2015-10-08,0,"Algemeen Ambtsbericht Nigeria | Oktober 2015
Pagina 23 van 86
Door de federale wetten is er een sterk gecentraliseerd rechtssysteem ontstaan dat
effectief en tijdig politieoptreden tegen sektarisch geweld moeilijk maakt en
rechtsvervolging belemmert.90 Een bron meldt dat slachtoffers van etnisch en religieus geweld die zich elders willen
vestigen dit via de rechter dienen te regelen maar tijdens het onderzoek voor dit
ambtsbericht kwamen geen concrete voorbeelden naar voren. 2.2.4
Veiligheidssituatie in het zuiden / Nigerdelta
De Nigerdelta werd in de verslagperiode geregeld geteisterd door oplaaiend geweld. Oorzaken van de onvrede waren armoede, milieuvervuiling, corruptie, illegale
aftapping van oliepijpleidingen en mismanagement door lokale bestuurders.91
Een belangrijk punt van zorg was en bleef het gebrek aan toekomstperspectief voor
grote groepen jongeren in de Nigerdelta. Sinds het midden van de jaren negentig
voerden militante groepen strijd tegen de Nigeriaanse staat en tegen
oliemaatschappijen in het gebied.",Everyday Racism & Modern Racial Inequality,1.0,0.06454972243679029
ambtsbericht-nigeria-2015-10-08.21.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.21.txt,2015,ambtsbericht-nigeria-2015-10-08,5,"Dit gebied
heeft de grootste verscheidenheid aan etnische groepen en is historisch gezien ook het meest gewelddadige
gebied. Social Science Research Councils Program on Religion and the Public Sphere (SSRC) (2 september 2014): Faith in
the nation:",Dehumanization & Scientific Racism,1.0,0.05590169943749474
ambtsbericht-nigeria-2015-10-08.21.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.21.txt,2015,ambtsbericht-nigeria-2015-10-08,6,"Nigerian publics and their religions; United States of Peace special report: Rethinking Nigeria’s
Indigene-Settler conflicts, www.usip.org. 83 In de koloniale periode exploiteerden de Britten tinmijnen in Plateau waarvoor ze arbeiders uit andere delen van
Nigeria haalden.",Dehumanization & Scientific Racism,1.0,0.05212860351426869
ambtsbericht-nigeria-2015-10-08.21.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.21.txt,2015,ambtsbericht-nigeria-2015-10-08,7,"Deze arbeiders, beschouwd als kolonisten, waren moslims afkomstig van de grootste stam uit
het noorden (Fulani) en andere kleinere stammen. Met de groei van de stad Jos vestigden zich ook groepen die
gemengd religieus waren, namelijk Yoruba en Igbo (christelijk). Volgens het Nigeriaans formele (lees
federale) recht en gewoonterecht hebben kolonisten minder rechten en privileges dan inheemse
bevolkingsgroepen wiens voorouders afkomstig zijn uit het gebied in Nigeria waar zij wonen (ancestral roots). Het
inheems zijn (indigenteity) is juridisch federaal bepaald. De toegang tot overheidsbestuur en diensten is op
federaal niveau gewaarborgd voor alle etnische groepen die volgens het recht als inheemse groepen worden
gekwalificeerd.",Everyday Racism & Modern Racial Inequality,1.0,0.057353933467640436
ambtsbericht-nigeria-2015-10-08.21.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.21.txt,2015,ambtsbericht-nigeria-2015-10-08,8,"Kolonisten (settlers) genieten voordelen in de federale staat waar zij als inheemse groepen
worden aangemerkt en niet in de staat waar zij kolonist verblijven. Het is moeilijk om van de status ‘kolonist’ of
‘niet-inheems’ af te komen. Volgens moslims in Jos faciliteert het lokale bestuur de christenen in dit proces, maar
niet de moslims. In de deelstaat Plateau hebben ‘kolonisten’ die al vele generaties daar wonen nog steeds niet de
status van inheemse groepen verkregen. Ondanks dat ze als tweederangsburgers worden beschouwd in hun
‘nieuwe‘ verblijfplaats is bij de Fulani en andere kolonisten veel meer ondernemingszin en economische
vooruitgang te zien dan bij de inheemse bevolking;",Everyday Racism & Modern Racial Inequality,1.0,0.06432675209026768
ambtsbericht-nigeria-2015-10-08.22.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.22.txt,2015,ambtsbericht-nigeria-2015-10-08,5,"CPCs recommended by USCIRF: Nigeria; International coalition for the
responsibility to protect: The crisis in Nigeria, http://www.responsibilitytoprotect.org/index.php/crisies/crisis-in-
nigeria. 85
World Watch Research (20 maart 2015): Migration and violent conflict in divided",Dehumanization & Scientific Racism,1.0,0.056694670951384085
ambtsbericht-nigeria-2015-10-08.24.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.24.txt,2015,ambtsbericht-nigeria-2015-10-08,7,"UK Home Office,
Operational Guidance Note: Nigeria (4 oktober 2012).
96 De Nigeriaanse munteenheid is de Nigerian naira (internationale monetaire afkorting NGN); begin oktober 2015
was 1 € = circa 221 naira, www.coinmill.com/the currency converter geraadpleegd op 2 oktober 2015.
97
Vertrouwelijke bron.
98
Guardian News website (30 november 2014): Dr. Sofiri Peterside: Remnants of Niger",Dehumanization & Scientific Racism,1.0,0.05
ambtsbericht-nigeria-2015-10-08.24.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.24.txt,2015,ambtsbericht-nigeria-2015-10-08,10,"New Nigeria government faces tough economic
decisions; http://www.oxan.com/display.aspx?ItemID=DB199788.
100
Kamerbrief inzake Boko Haram d.d. 20 februari 2015.",Dehumanization & Scientific Racism,1.0,0.08660254037844388
ambtsbericht-nigeria-2015-10-08.29.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.29.txt,2015,ambtsbericht-nigeria-2015-10-08,2,"Zonder een kopie van een oude
geboorteregistratie is het erg moeilijk om een uittreksel te verkrijgen. Voor het
verkrijgen van een kopie uit het geboorteregister geldt hetzelfde.122
Naar verluidt is de meest voorkomende vorm van documentfraude te vinden bij
huwelijksaktes uit Edo (deelstaat Benue). Aldaar werden, volgens een vertrouwelijke
bron, in het kantoor van de National Population Commission op frauduleuze wijze
huwelijksaktes afgegeven aan personen die niet afkomstig waren uit Nigeria.123
119 The independent: 220 million children who don’t exist: a birth certificate is a passport to a better life- so why
can",Dehumanization & Scientific Racism,1.0,0.05533985905294663
ambtsbericht-nigeria-2015-10-08.29.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.29.txt,2015,ambtsbericht-nigeria-2015-10-08,3,"’t we all have one (28 juli 2013), http://www.independent.co.uk/news/world/politics/220-million-children-
who-dont-exist-a-birth-certificate-is-a-passport-to-a-better-life--so-why-cant-we-all-have-one-8735046.html: Kinderen zonder geboortebewijs beginnen vaak met een enorme economische achterstand.",Dehumanization & Scientific Racism,1.0,0.09185586535436918
ambtsbericht-nigeria-2015-10-08.29.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.29.txt,2015,ambtsbericht-nigeria-2015-10-08,6,"we all have one (28 juli 2013), http://www.independent.co.uk/news/world/politics/220-million-children-
who-dont-exist-a-birth-certificate-is-a-passport-to-a-better-life--so-why-cant-we-all-have-one-8735046.html;
http://rapidsmsnigeria.org/br; IRBC, Nigeria:Requirements and procedures an adult must fulfill to obtain a birth
certificate, including for those who apply from within the country and abroad (8 november 2013);
http://www.unicef.org/nigeria/2013-PL7-Nigeria_CPD-final_approved-English.pdf;
http://www.refworld.org/docid/52a82aca4.html, geraadpleegd op 28 november 2014;",Dehumanization & Scientific Racism,1.0,0.11525247298917486
ambtsbericht-nigeria-2015-10-08.32.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.32.txt,2015,ambtsbericht-nigeria-2015-10-08,2,"humanity as violence escalates in
north-east (31 maart 2014); Amnesty International March 2014:Nigeria: more than 1.500 killed in armed
conflict in north-eastern Nigeria in early 2014. US State Department: Nigeria 2013 Human",Dehumanization & Scientific Racism,1.0,0.06123724356957946
ambtsbericht-nigeria-2015-10-08.34.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.34.txt,2015,ambtsbericht-nigeria-2015-10-08,1," Voor de toepassing van lid 1 van dit artikel wordt
a)
onder meerderjarigheid verstaan de leeftijd van achttien jaar en ouder;
b)
elke gehuwde vrouw geacht meerderjarig te zijn. Artikel 30 van de grondwet regelt het verlies van het staatsburgerschap door
ontneming daarvan door de president.
 De president kan een persoon, niet zijnde een Nigeriaans onderdaan door
geboorte of registratie, zijn staatsburgerschap ontnemen indien hij zich ervan
overtuigd heeft dat een dergelijke persoon, binnen een termijn van zeven jaar
nadat hij genaturaliseerd is, is veroordeeld tot een gevangenisstraf van
minstens drie jaar. ",Everyday Racism & Modern Racial Inequality,1.0,0.06428571428571428
ambtsbericht-nigeria-2015-10-08.34.txt,Policyarchive_text\ambtsberichten\2015\ambtsbericht-nigeria-2015-10-08\ambtsbericht-nigeria-2015-10-08.34.txt,2015,ambtsbericht-nigeria-2015-10-08,2,"De president zal een persoon, niet zijnde een Nigeriaans onderdaan door
geboorte, zijn staatsburgerschap ontnemen als hem genoegzaam is gebleken uit
de verslagen van een proces bij een rechtbank of een andere tribunaal of na
voldoende onderzoek, in overeenstemming met door hem opgestelde
regelgeving, dat
(a) de persoon door woorden en daden heeft aangetoond dat hij niet loyaal is
jegens de Federale Republiek Nigeria; of
(b) de persoon, tijdens een oorlog waarbij Nigeria betrokken was, onrechtmatig
handel heeft gedreven met de vijand of direct of indirect betrokken is geweest
bij zaken die volgens het oordeel van de president op een zodanige wijze zijn
uitgevoerd dat de vijand van Nigeria in die oorlog wordt geassisteerd; of
onrechtmatig gecommuniceerd heeft met deze vijand ten koste van of met de
bedoeling schade te berokkenen aan de Nigeriaanse belangen. Er zijn geen wettelijke bepalingen die herkrijging van de Nigeriaanse
nationaliteit regelen na verlies daarvan. In artikelen 25 tot en met 27 van de
grondwet is geregeld hoe men de Nigeriaanse nationaliteit verkrijgt. De
Nigeriaanse nationaliteit kan worden verkregen door geboorte (artikel 27), door
registratie (artikel 28) of door naturalisatie (artikel 29). De tekst van deze
wetsartikelen is opgenomen in het algemeen ambtsbericht Nigeria van oktober
2012.",Reparations & Justice,1.0,0.059805036040173266
