chunk_id,filename,primary_topic,max_score,cos_Colonialism,cos_Historical Slavery,cos_Modern Racism & Inequality,confidence_level,raw_text
61ffcc5c:00000,C:\Users\Home\policy-analysis\Slavery_text\Racisme bij het Ministerie van Buitenlandse Zaken. Een verkennend onderzoek.77.txt,Modern Racism & Inequality,0.5934271020110723,0.2356313412375618,0.3086595556697529,0.5934271020110723,high,"RACISME BIJ HET MINISTERIE VAN BUITENLANDSE ZAKEN 
Een verkennend onderzoek 
 
77 
 
ervaren. Het roept bij veel mensen de associatie op van openlijk racistisch geweld en 
agressie, zoals de “Ku Klux Klan”. Er is een dus een beperkte interpretatie van wat racisme 
inhoudt. Er zijn uiteenlopende verschijningsvormen van racisme bestaan en deze zijn zoals 
eerder aangegeven niet allemaal kwaadaardig en bewust. Medewerkers zien met name 
subtiel racisme over het hoofd. Daar is een “compleet blinde vlek” voor. Het is dan ook 
niet per se “onwelwillendheid”, medewerkers hebben “totaal geen idee”. Ook in twee 
focusgroepen bestond er bij een aantal deelnemers de neiging om racisme te willen 
beperken tot de openlijke en agressieve vormen. Deze tendens zorgt ervoor dat racisme 
een uiterst gevoelig en ongemakkelijk gespreksonderwerp is waar vaak nog een taboe op 
rust en dat maakt het moeilijk bespreekbaar. Een respondent constateert in dit verband 
dat “racisme” een verboden woord is."
b79b973e:00001,C:\Users\Home\policy-analysis\Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.452.txt,Colonialism,0.5914226395039895,0.5914226395039895,0.4712523432645245,0.4186692285531121,high,"◼ ◼◼  12. Het koloniaal profijt van onvrije arbeid 
– Jan Breman
1. Jan Breman, Koloniaal profijt van onvrije arbeid. Het Preangerstelsel van gedwongen koffieteelt op 
Java (Amsterdam 2010) 117. 2. Jan Breman, ‘Control of Land and Labour 
in Colonial Java. A Case Study of Agrarian 
Crisis and Reform During the First Decades 
of the Twentieth Century,’ Verhandelingen van 
het Koninklijk Instituut voor Taal-, Land- en 
Volkenkunde 101 (Dordrecht 1983) 5-22. 3. Breman, Koloniaal profijt van onvrije arbeid, 216. 4."
20b18ad5:00002,C:\Users\Home\policy-analysis\Slavery_text\Racisme bij het Ministerie van Buitenlandse Zaken. Een verkennend onderzoek.105.txt,Modern Racism & Inequality,0.5897479740066124,0.3349897955367265,0.2659094346726517,0.5897479740066124,high,"(1986) Modern racism, ambivalence, and the modern racism scale. In 
Dovidio, F.J. & Gartner, S.L. (eds.) Prejudice, discrimination and racism. (p. 91- 126). Orlando, FL: Academic Press. Roberts, S. O. & Rizzo, M."
e738a35b:00000,C:\Users\Home\policy-analysis\Slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.21.txt,Historical Slavery,0.5874568030301743,0.4234547312529147,0.5874568030301743,0.4003412325377758,high,"INLEIDING 
21
weggerukt en kregen ze nieuwe namen. De angst voor opstanden was 
reëel onder de plantagehouders en slaveneigenaren, hetgeen zĳ com-
penseerden met een hard regime. Ongehoorzaamheid werd vaak zwaar 
gestraft. Niet voor niets deden veel tot slaaf gemaakten een vluchtpoging. Alles was beter dan een leven in slavernĳ. Zoals Anton de Kom in zĳn 
klassieke aanklacht Wĳ slaven van Suriname benadrukte, was de vlucht 
een laatste wanhoopsdaad van de zwarte arbeiders onder een geweld-
dadig arbeidsregiem.16 De individuele geschiedenissen van tot slaaf 
gemaakten zĳn vaak moeilĳk te achterhalen, maar ze vormen het canvas 
waarop de Utrechtse notabelen, de investeerders, suikerraffinadeurs, 
de kooplieden en matrozen van de voc en de plantage-eigenaren in dit 
boek profiel krĳgen. Racisme en slavernĳ
De opkomst van rasdenken, Europees kolonialisme en slavernĳ zĳn nauw 
met elkaar verweven. Raciale logica was al vroeg in deze geschiedenis 
aanwezig, zelfs al werd racisme – voor het ontstaan van het wetenschap-
pelĳk racisme – meestal in religieuze termen verwoord. De voc zag 
zich in Azië bĳvoorbeeld als een christelĳke overheid, en in de vroege 
Atlantische wereld was er volgens historicus Katharine Gerbner nog 
niet zozeer sprake van een expliciete ideologie van white supremacy als 
wel van protestant supremacy.17 Dat het in de praktĳk toch om raciaal 
onderscheid ging, en niet om religieus onderscheid, blĳkt wel uit wat er 
gebeurde toen het christelĳk geloof zich in toenemende mate onder tot 
slaaf gemaakten begon te verspreiden. Religieuze legitimeringen voor 
de slavernĳ maakten snel plaats voor een meer expliciete racistische 
ideologie."
0ac769e6:00000,C:\Users\Home\policy-analysis\Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.113.txt,Historical Slavery,0.5859125890281653,0.4336728105624666,0.5859125890281653,0.3572516258536693,high,"— 113 —
— SLAVERNIJ, AFSCHAFFINGEN EN DOORWERKINGEN —
enerzijds en de verplichte registratie van slaafgemaakten vanaf 1826 
anderzijds effectieve maatregelen om deze praktijk te bestrijden.1
In die Surinaamse plantage-economie, waar slaafgemaakten meer dan 
negentig procent van de bevolking uitmaakten, tonen de demografische 
cijfers niet alleen het gevolg van de slavernij voor de levens van mensen 
maar ook het falen van dat systeem na het stoppen van de handel; nooit 
zou het aantal geboortes de sterfte overstijgen. Vooral het leven op de 
­suikerplantages eiste zijn tol. Toen de invoer van nieuwe slaafgemaakten 
stopte, voelden de planters direct de gevolgen. De slavernij op de eilanden werd daarentegen niet gekenmerkt door een 
sterfteoverschot. Een gezonder klimaat en het ontbreken van een groot­
schalige plantage-economie zoals in Suriname zouden redenen daarvoor 
kunnen zijn. Daarom werd lange tijd aangenomen dat slavernij op 
de eilanden minder zwaar was. Recent archeologisch (bot)onderzoek en 
onderzoek naar het gebruik van orale tradities op de Caribische eilanden 
door onder andere archeoloog Felicia Fricke doen dat beeld kantelen. Beide tonen nieuwe perspectieven op de levensomstandigheden van slaaf­
gemaakten, hun dieet, fysieke gesteldheid, eventuele letsels als gevolg van 
straffen en daarmee ook op verzet en religie. De verschillen tussen de 
eilanden worden zichtbaar. Mogelijk biedt dit onderzoek in de toekomst 
meer informatie over de levensomstandigheden in de laatste fase van de 
slavernij, na de afschaffing van de handel.2 
De afschaffing van de (illegale) slavenhandel vormde de aanzet tot her­
vormingen door het koloniale bestuur."
f30ff89f:00001,C:\Users\Home\policy-analysis\Slavery_text\Amsterdam en het slavernijverleden.38.txt,Historical Slavery,0.585829467151928,0.2365670231209133,0.585829467151928,0.256754708122992,high,"Slaafgemaakten die wegliepen, werden 
naakt aan een grote paal gebonden, tot 
bloedens toe geslagen en daarna werden 
hun wonden ingesmeerd met zout water 
of pekel. Maar ook de slaafgemaakten die in een 
huishouden woonden, moesten leven 
onder het juk van hun ‘eigenaar’. Officieel mochten slaafgemaakten niet 
mishandeld worden, maar wel gestraft. Zo mochten ze aan een paal gebonden 
worden en met een touw geslagen. Hoe 
wreed de ‘bezitters’ van slaafgemaakten 
soms tekeer gingen, kwam meestal pas aan 
het licht als een slaafgemaakte stierf aan 
zijn verwondingen en het lichaam door 
een arts werd onderzocht. Daarbij zag de 
38
Silhouetportretten van de de 
slaafgemaakte vrouwen Bietja,  
Flora en Sara, getekend door  
hun ‘eigenaar’ in Batavia. JAN BRANDES, 1780-1785 | 
RIJKSMUSEUM"
ececd1c2:00000,C:\Users\Home\policy-analysis\Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.348.txt,Historical Slavery,0.5810776568271567,0.4089485508457789,0.5810776568271567,0.381376837950887,high,"— 348 —
— STAAT EN SLAVERNIJ —
­literatuur. Wie meer wil weten over de duidelijke participatie van Zuide­
lijke Nederlanders aan slavenhandel en inzet van slavenarbeid, moet 
negentiende- en begin-twintigste-eeuwse artikelen en werken lezen 
die vooral bronstudies van vijftiende- en zestiende-eeuwse kooplieden, 
plantage-eigenaars en ontdekkingsreizigers betreffen. Het lot van de ver­
melde slaafgemaakten wordt hierin betreurd en het systeem van slavernij 
veroordeeld. Of men moet op zoek naar vermeldingen van slaafgemaakten 
in literatuur uit de jaren zeventig, tachtig en negentig van de vorige eeuw, 
maar zelfs in deze werken vormen slavernij en slaafgemaakten geen afge­
bakend en op zichzelf staand onderzoeksonderwerp. De transcontinentale slavenhandel tussen Europa, Afrika en Amerika 
was vanaf het begin een ‘multinationale’ aangelegenheid. Met de bril van 
de eenentwintigste-eeuwse staatscontext naar die complexe en fluïde 
­handel kijken is daarom geen goed idee. Wat betekent het etiket Zuide­
lijke Nederlanden in die ‘multinationale’ trafiek in mensen? Wat doen we 
met de ‘Vlamingen’ die de Zuidelijke Nederlanden inwisselden voor het 
Iberisch schiereiland en de ‘Nieuwe Wereld’ en daar bleven om deel te 
nemen aan de slavenhandel? Het etiket Vlaams of Flamenco werd boven­
dien in de Iberische wereld op personen geplakt die afkomstig waren uit 
de Zuidelijke én de Noordelijke Nederlanden. Ons laten leiden door de 
latere opdeling tussen de Republiek en de Habsburgse Zuidelijke Neder­
landen vertroebelt meer dan deze verheldert."
f30ff89f:00000,C:\Users\Home\policy-analysis\Slavery_text\Amsterdam en het slavernijverleden.38.txt,Historical Slavery,0.5803501844304952,0.3783367532259082,0.5803501844304952,0.3184670343031326,high,"Het leven van 
slaafgemaakten in Azië 
Slaafgemaakten in Azië werkten op 
scheepswerven, in werkplaatsen, op het 
land, in de mijnen en in pakhuizen. Daar 
zat zwaar werk bij, zoals bomen hakken, 
steenhouwen, laden, lossen en sjouwwerk. ‘Eigenaren’ verhuurden ze ook vaak 
aan anderen en verdienden zo geld aan 
‘hun’ slaafgemaakten. Ook waren veel 
slaafgemaakten onderdeel van een 
huishouden. Sommige vrouwen moesten 
de heer des huizes vermaken met zang, 
dans en gedwongen seks. Het bezit van slaafgemaakten gaf hun 
‘eigenaren’ aanzien. Belangrijke VOC-
bestuurders bezaten meer slaafgemaakten 
dan VOC-medewerkers die minder 
verdienden. Zo hadden zeelieden en 
soldaten gemiddeld één slaafgemaakte, 
juniorassistenten hadden er ongeveer 
drie en in de hogere functies kon dit 
oplopen tot zelfs honderden. Harde straffen
Het werk in de mijnen was zwaarder 
dan het werk in de stad. Ook de straffen 
waren harder, tot ronduit sadistisch."
fbdfce80:00000,C:\Users\Home\policy-analysis\Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.6.txt,Historical Slavery,0.5783992804686994,0.4665215005784981,0.5783992804686994,0.4510565420371508,high,"Deel 2
Slavernij, afschaffingen en doorwerkingen 
7. Het kronkelige pad van slavernij naar ‘vrije’ arbeid  
– Ellen Klinkers
Methode: archeologie — Felicia Fricke
 
8. Afschaffing zonder emancipatie – Kwame Nimako 
 
9. De Nederlandse politiek en slavernij in de negentiende eeuw  
– Lauren Lauret
10. Gedwongen verplaatsing en illegale slavenhandel  
na de afschaffing – Ulbe Bosma
Methode: slavenregisters en onderzoek — Coen van Galen
11. Slavernij, kolonialisme en de financiële sector – Pepijn Brandon
12. Koloniale onvrije arbeid in negentiende-eeuws  
Nederlands-Indië – Jan Breman  
Belast koloniaal verleden — Anne-Marieke van Schaik
13. Talen en literaturen van de voormalige Nederlandse  
koloniën – Michiel van Kempen 
Methode: slavernij en visuele bronnen — Caroline Drieënhuizen
14. ‘Somtijts een Moor by maegdekens’: de koloniale wereldorde 
in de Nederlandse kunst – Valika Smeulders 
Slavernij in Nederland? — Mark Ponte
111
122
125
133
145
156
161
173
184
187
198
203
218"
78bedea9:00000,C:\Users\Home\policy-analysis\Slavery_text\Racisme bij het Ministerie van Buitenlandse Zaken. Een verkennend onderzoek.107.txt,Modern Racism & Inequality,0.5774989615931742,0.3567996753353433,0.3601412012805414,0.5774989615931742,high,"RACISME BIJ HET MINISTERIE VAN BUITENLANDSE ZAKEN 
Een verkennend onderzoek 
 
107 
 
Bijlage 1 
Terms of Reference  
 
Verkenning naar racisme,  
 
Ministerie van Buitenlandse Zaken 
 
Datum: 9 maart 2022 
 
Achtergrondinformatie 
 
1. Aanleiding  
Antiracisme is onderdeel van de ambities van het ministerie van Buitenlandse Zaken (BZ) 
op het terrein van diversiteit en inclusiviteit. De urgentie van deze thematiek wordt 
onderstreept door onder andere: 
 
 
Vragen uit het ministerie over onderwerpen als: hoe verhoudt BZ zich tot de 
maatschappelijke discussie over racisme en dekolonisatie?  
De Toeslagenaffaire die licht werpt op de gevolgen van situatie van uitsluiting 
op basis van ras, etniciteit en afkomst binnen de overheid.  
Onderzoek in Nederlandse gemeenten dat duidelijk maakt dat institutioneel 
racisme op de arbeidsmarkt pregnant is. Aangenomen mag worden dat dit een 
issue is dat ook binnen het ministerie van BZ speelt – zowel op het departement 
in Den Haag als op de Nederlandse posten in het buitenland.  
De recente benoeming van een nationale coördinator discriminatiebestrijding: 
opportuun moment om aansluiting te vinden bij interdepartementale ambities.  
De internationale Black Lives Matter beweging. In het kader van de bevordering en implementatie van het vastgestelde D&I beleid is 
besloten nader onderzoek te verrichten naar racisme bij het Ministerie van Buitenlandse 
Zaken. De Bestuursraad heeft zich uitgesproken en gecommitteerd aan dit onderzoek en 
proces."
e29b2b78:00002,C:\Users\Home\policy-analysis\Slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.461.txt,Colonialism,0.576893886243599,0.576893886243599,0.4208402536948026,0.3950144652727244,high,"Indonesia,’Asian Perspectives. Journal of 
Archaeology for Asia and the Pacific, 52(2) (2013) 
213–243; Felicia Fricke et al. ‘Delayed 
physical development in a first generation 
enslaved African woman from Pietermaai, 
Curaçao,’International Journal of 
Osteoarchaeology, 30(1) (2019) 43–52; Brent 
Sinclair-Thomson en Sam Challis, ‘Runaway 
slaves, rock art and resistance in the Cape 
Colony, South Africa,’Azania. Archaeological 
Research in Africa, 55(4) (2020) 475–491; Cheryl 
White, ‘Archaeological investigation of 
Suriname Maroon ancestral 
communities,’Caribbean Quarterly, 55(2) 
(2009) 65–88. 2. Zie onder meer: Julie M. Schablitsky et al., 
‘Ancient dna analysis of a nineteenth 
century tobacco pipe from a Maryland slave 
quarter,’ Journal of Archaeological Science, 105 
(2019) 11–18. ◼ ◼◼  Belast koloniaal verleden – Anne-Marieke 
van Schaik
1. J. Mellegers, ‘Public Finance of Indonesia 
1817-1940,’ datafiles iisg, copy of revenues."
