text,label,label_id
"Dit boek wil niet alleen 
zichtbaar maken wat we weten, maar ook hoe die kennis is gevormd, en 
wat dus relevante vervolgvragen en onderzoeksonderwerpen zijn om tot 
een beter inzicht te komen in het Nederlandse koloniale slavernijverleden. Staat en slavernij verkent waar Nederlandse koloniale betrokkenheid bij 
­slavernij en slavenhandel bestond, van het Atlantisch gebied, de Indone­
sische archipel en de Indische Oceaan tot in Nederland zelf. Slavernij 
kwam in grote delen van het Nederlandse koloniale rijk voor, en over een 
zeer lange periode. Door deze gebieden en verschillende periodes samen 
te onderzoeken worden de overeenkomsten en verschillen duidelijk. Ook 
zorgt deze aanpak ervoor dat verbindingen en uitwisselingen in geografie 
en doorwerkingen in de tijd zichtbaar worden. Dit boek biedt dus nog niet 
de veelgevraagde nieuwe en fundamentele vervolgonderzoeken die nodig 
zijn voor de bestudering van de verschillende aspecten van het Nederland­
se koloniale slavernijverleden en de doorwerkingen daarvan. Daar is meer",Colonialism,0
"— 120 —
— STAAT EN SLAVERNIJ —
­herdefiniëring van de sociale grenzen na de afschaffing van de slavernij. Zoals ­historicus Frederick Cooper en antropoloog Ann Stoler stellen in 
hun ­analyse van koloniale samenlevingen was het ‘anders zijn’ van de 
gekoloniseerden geen vaststaand gegeven, maar moest dat voortdurend 
worden herbevestigd. Een wit korps marechaussee representeerde de 
koloniale staat en symboliseerde het ongebroken gezag van de witte kolo­
niale bevolking na de afschaffing van de slavernij.10 Het in stand houden 
van twee politiekorpsen, van elkaar gescheiden op basis van huidskleur, 
was in de praktijk op den duur een onhoudbare situatie, zodat beide korp­
sen in 1895 werden samengevoegd tot het korps gewapende politie, waar­
van de leden al snel voornamelijk bestonden uit mannen van creoolse 
afkomst. Historicus Michael Rothberg introduceert het begrip the implicated 
­subject (de medeplichtige ondergeschikte) ten aanzien van mensen die 
­verbonden zijn aan of deel uitmaken van een instituut als de politie, maar 
geen invloed hebben op dat systeem.11 Hoe ver draagt de medeverantwoor­
delijkheid van het individu voor de organisatie die hij dient? De politie in 
de Nederlandse koloniën kreeg gestalte in een ambivalente context van 
behoudzucht en verandering. Men zag steeds beter de waarde van de loka­
le agent met kennis van land, taal en mensen, maar tegelijkertijd kreeg het 
lokaal politiepersoneel nooit het volledige vertrouwen en werd het leger 
als loyale bondgenoot van de koloniale staat achter de hand gehouden. Terwijl hij werd onderbetaald en gewantrouwd en nauwelijks carrière­
mogelijkheden had, werd de lokale politieman bovendien geconfronteerd 
met een systeem van racisme en uitsluiting – dat hij door zijn werk zelf 
mede in stand hield. Dat laatste laat vooral duidelijk de gelaagdheid zien 
van een koloniale staat in transitie en het toont tevens hoe kronkelig het 
pad naar vrije arbeid was. ◼◼ ◼◼  Verder onderzoek
Om de transitie van slavernij naar vrije arbeid in de koloniën te begrijpen, 
zou het zinvol zijn deze in samenhang met andere vormen van onvrije 
arbeid te bestuderen. Hoe kon vrije arbeid zich ontwikkelen in een 
­omgeving waar onvrije arbeid de standaard was?",Colonialism,0
"— 123 —
bij een opgraving op Golden Rock Plantation zonder over­leg met de lokale 
gemeen­schap de overblijfselen van zo’n zeventig mensen opgegraven. Na 
klachten worden er nu wijzigingen doorgevoerd in het erfgoed­beheer op het 
eiland om ervoor te zorgen dat dit niet opnieuw gebeurt. Een andere uitdaging 
voor de archeologie van het Nederlandse slavernijerfgoed is de conservering 
van voor­werpen in warme, vochtige klimaten, waar archeo­lo­gische overblijfselen 
wellicht minder compleet bewaard zijn dan elders, en na opgraving sneller 
vergaan. Gelukkig zijn er een aantal strategieën ontwikkeld die overleg met, en betrok­
ken­heid van, de lokale gemeenschap stimuleren, zoals de richtlijnen voor het 
betrekken van afstammelingen die is ontwikkeld door het African American 
Cultural Heritage Action Fund van de National Trust for Historic Preservation en 
James Madison’s Montpelier in de VS. De opgraving in de jaren tachtig op de 
Afrikaanse begraafplaats in New York wordt vaak genoemd als een best practice 
die werd toegepast na openbare klachten. Binnen de Nederlandse koloniale 
context zijn er ook lokale initiatieven om de verhoudingen tussen archeologen, 
overheid en gemeenschap te herstructureren. Zo hebben de Sint-Eustatius 
Afrikan Burial Ground Alliance, de Statia Heritage Research Commis­sion en de 
Statia Cultural Heritage Implementation Committee gewerkt aan erfgoed­kwesties 
die voortkwamen uit de opgraving bij Golden Rock Plantation in 2021. Actievoerders uit de gemeenschap en jonge wetenschappers lopen vaak voorop 
bij het veranderen van de houding van archeologen.2
Ten slotte komen er in de archeologie voortdurend nieuwe technologische 
mogelijkheden bij die ook nuttig zouden kunnen zijn voor het onderzoek naar de 
Nederlandse koloniale slavernij. Bijvoorbeeld de extractie van DNA uit een pijp­
steel in Maryland (VS); verbeterde karteringsmethoden; en de identificatie van 
ziekte-eiwitten in tandsteen. Daarnaast valt er veel te verwachten van samen­
werking tussen historici en archeologen, waardoor grondiger en genuanceerd 
onderzoek gedaan kan worden.",Colonialism,0
"— 127 —
— SLAVERNIJ, AFSCHAFFINGEN EN DOORWERKINGEN —
1751 en 1775 vervoerde Frankrijk 321 500 Afrikanen om tot slaaf te maken; 
tussen 1776 en 1800 bedroeg het aantal vervoerden 419 500. Dit laat zien 
dat de Fransen hun aandeel verhoogden ten koste van de Nederlanders.1
De napoleontische bezetting vond plaats tegen de achtergrond van 
twee ontwikkelingen. Ten eerste waren er opstanden door slaafgemaak­
ten: de succesvolle anti-slavernij-opstand in Haïti in 1791 en de neergesla­
gen opstand geleid door Tula op Curaçao in 1795. Tula werd daarbij 
gemarteld en gedood. Ten tweede breidden de oorlogen op het vasteland 
van Europa zich als direct gevolg van de napoleontische bezetting uit naar 
de Europese koloniën. In dezelfde periode dat Napoleon Europa bezette, 
bezette Engeland Bonaire (in 1804) en Curaçao (in 1805). In de onderhan­
delingen om hun soevereiniteit terug te krijgen en een constitutionele 
vorst aan te stellen, werden de Nederlanders in 1814 verplicht hun deelna­
me in de slavenhandel te staken. Engeland behield Sri Lanka en Kaap de 
Goede Hoop, maar betaalde daarvoor de nieuwe Nederlandse koning Wil­
lem i compensatie waarmee hij zijn leger kon opbouwen. Toen er geen Afrikanen meer waren om de krimpende bevolking in 
Suriname aan te vullen na het afschaffen van de officiële slavenhandel, riep 
de Nederlandse regering een commissie in het leven die in 1844 rappor­
teerde over de staat van de Nederlandse slavenkolonie. De commissie 
bevestigde dat de slaafgemaakte bevolking kromp en adviseerde de Neder­
landse regering de slavernij af te schaffen om Suriname als kolonie te 
behouden.",Historical Slavery,1
"De vier eerder gepubliceerde onderzoeken naar de 
betrokkenheid bij koloniale slavernij van de steden Amsterdam, Rotter­
dam, Utrecht en Den Haag hadden daarin een vliegwieleffect: ze hebben 
het bewustzijn vergroot, waardoor steeds meer gemeenten en provincies, 
musea, kastelen en landgoederen hun betrokkenheid bij het slavernij­
verleden hebben onderzocht, of dat nog zullen doen. Studies naar De 
Nederlandsche Bank (dnb) en abn amro hebben families, fondsen en 
­academische en financiële instellingen ertoe aangezet om vergelijkbaar 
onderzoek te (laten) verrichten. Ook het koningshuis kondigde in",Historical Slavery,1
"— 135 —
— SLAVERNIJ, AFSCHAFFINGEN EN DOORWERKINGEN —
Ministerie van Koloniën te overtuigen om bij de herziening van het 
­Reglement (1833) het betreffende artikel te schrappen. Slaafgemaakten konden daarna dus weer als goederen worden 
­behandeld. Dat had verstrekkende gevolgen voor de politieke discussie 
over de afschaffing van de slavernij. In zijn nieuwe functie van 
gouverneur-­generaal van Nederlands-Indië (1830-1833) voerde Van den 
Bosch het ­cultuurstelsel in met het doel de kolonie winstgevender te 
maken. ­Slavernij maakte daardoor langzaam plaats voor dwangarbeid 
van  dorpsbewoners op het platteland, die een deel van hun grond moes­
ten bewerken om vastgestelde hoeveelheden gewassen tegen vaste lage 
­prijzen te leveren aan het gouvernement. ◼ ◼◼  Abolitionisme en anti-abolitionisme, circa 1840-1850
De politieke discussie over de afschaffing van slavernij richtte zich 
vanaf 1840 op de Atlantische gebieden en dan met name Suriname. ­Hoewel historici de meeste aandacht hebben besteed aan de plantage-­
ondernemingen in dit gebied, kwam ook op de Nederlandse Cariben 
grootschalige slavernij voor. Zo leefde op Curaçao maar liefst veertig 
Aanzicht van het Ministerie van Koloniën in het voormalige Huygenshuis in Den Haag.",Historical Slavery,1
"— 137 —
— SLAVERNIJ, AFSCHAFFINGEN EN DOORWERKINGEN —
­streven om meer inspraak op het koloniaal beleid te krijgen door een 
­discussie over het grondwetsartikel dat handelde over de machtsbalans 
tussen de koning, kabinet en de Kamer. Volgens een Kamercommissie 
wierpen de liberalen daardoor ‘als opzettelijk eenen sluier’ over ‘de vol­
harding in de onbeperkte slavernij’ die in de petitie verborgen was.5 
De grondwetsherziening van 1848 maakte de Staten-Generaal als 
medewetgever weer verantwoordelijk voor koloniale zaken. Maar de kans 
om slavernij af te schaffen bij het herzien van de grondwet is doelbewust 
onbenut gelaten, vanwege de hoge kosten die dat met zich mee zou bren­
gen. Nu ook Frankrijk in dat jaar slavernij had afgeschaft, wat vergezeld 
ging van een schadevergoeding voor de eigenaren, leek het ministers niet 
raadzaam om daarover iets te bepalen in de herziene grondwet. Zolang de 
regering de eis (schadeloosstelling) van de eigenaren niet wilde erkennen 
trokken die laatsten de noodzaak voor afschaffing in twijfel. Schoorvoe­
tend erkenden de eigenaren pas in 1852 dat het voortbestaan van slavernij 
onwenselijk was, terwijl de Tweede Kamer begreep dat iedere poging 
­slavernij af te schaffen zonder schadeloosstelling kansloos was. ◼ ◼◼  De Staatscommissie en de Emancipatiewet, 1853-1863
In november 1853 ging een Staatscommissie onder leiding van oud-minis­
ter Baud aan de slag om de afschaffing voor te bereiden. Het parlementaire 
draagvlak bleek echter gering. Zo legde Guillaume Groen van Prinsterer 
zijn lidmaatschap neer vanwege de omslachtige werkwijze die Baud had 
voorgesteld en het grote aandeel dat de belanghebbenden bij slavernij in 
de commissie hadden. Groen daarentegen vertegenwoordigde de Maat­
schappij tot Bevordering der Afschaffing van Slavernij en gold als de 
Nederlandse Wilberforce, de achttiende-eeuwse Britse abolitionist.6 Maar 
het vertrek van Groen en zijn keus om de Staatscommissie als parlementa­
riër te bekritiseren, stemden commissielid en plantage-eigenaar A.P.",Historical Slavery,1
"— 138 —
— STAAT EN SLAVERNIJ —
verreweg de meeste politieke tijd opging aan Nederlands-Indië. Daar­
tegenover stond echter de individuele betrokkenheid van bestuurders 
zoals minister Baud en van zijn opvolgers, waaronder Jan J. Rochussen. Ook laatstgenoemde was een oud-gouverneur-generaal en had in die 
­hoedanigheid zelfs een verzoekschrift tot afschaffing van slavernij in 
Nederlands-Indië in ontvangst genomen, maar naast zich neergelegd. Als 
minister van Koloniën daarentegen loodste Rochussen de Emancipatiewet 
voor Nederlands-Indië door het parlement. De wet trad in 1860 in wer­
king.8 Ook schreef hij aan de gouverneur in Suriname dat hij hoopte ‘[d]e 
groote maatregel der Emancipatie – hoe men er ook in het afgetrokkene 
over mag denken [...] in de eerstvolgende zitting [van de Staten-Generaal] 
tot stand te brengen.’9 Na drie mislukte pogingen en een afgekeurde 
begroting stapte Rochussen op. Naast desinteresse heeft ook het hoge 
tempo waarin ministers de portefeuille van Koloniën doorgaven de voort­
gang van het wetsvoorstel geen goed gedaan. Tussen 1855 en de wet voor 
de Atlantische gebieden van 1862 ontving het parlement zes emancipatie­
voorstellen, verdedigd door maar liefst vier verschillende ministers. Bovendien was het eerder regel dan uitzondering dat er een ‘oudgast’ uit 
Nederlands-Indië aan het roer van het departement van Koloniën stond, 
die waar het West-Indische zaken betrof volledig moest vertrouwen op 
dossierkennis (van medewerkers) aangevuld met de standpunten van de 
Wisselbrief ter waarde van tweehonderd gulden ten name van Emma Martins. Uitgegeven op 19 juli 1864 op Sint-Eustatius, ter compensatie voor het vrijverklaren  
van de slaafgemaakten die zij tot haar bezit rekende.",Colonialism,0
"De status van leven in slavernij 
was in principe levenslang en ging van moeder over op kinderen. Deze 
vorm van koloniale slavernij wordt in het Engels ‘chattel slavery’ genoemd 
(chattel: roerend goed, bezitting). De vormgeving, werking en gevolgen van slavernij en slavenhandel 
zijn altijd nauw verweven geweest met de bredere structuren van kolonia­
lisme waarmee de Nederlandse overheid in verschillende delen van de 
wereld macht uitoefende. De betrokkenheid van de Nederlandse staat en 
zijn voorlopers bij het slavernijverleden wordt in Staat en slavernij dus 
steeds verkend in relatie tot de geschiedenis van kolonialisme. Daarnaast 
zijn ook de geschiedenis en de doorwerkingen van slavernij met elkaar 
verbonden. De impact van slavernij op politiek, economie, cultuur en 
samenleving – en in het bijzonder op slaafgemaakten en andere betrokke­
nen – begon al tijdens de totslaafmaking in Afrika, werd versterkt tijdens 
de ­slavernijperiode, en werkte ook daarna nog door. Overal waar we in dit boek spreken van ‘de staat’ bedoelen we tevens 
de voorlopers van de Nederlandse overheid. En als we het hebben over 
het slavernijverleden hebben we het dus ook over de doorwerkingen.",Historical Slavery,1
"— 158 —
van slavernij en kolonialisme met betrekking tot verschillende generaties 
onderzocht kan worden. Om die reden wordt nu ook de Burgerlijke Stand van 
Suriname gedigitaliseerd en verbonden aan de slavenregisters en de registers 
van contractarbeiders die vanaf 1853 naar Suriname kwamen. Als volgende stap 
wordt gewerkt aan een uitbreiding van de dataset met Aruba, Sint-Eustatius en 
andere gebieden in het Caribisch gebied. Als voorbeeld van het belang van het 
online beschikbaar maken en onderling verbinden van al deze bronnen is 
het goed om te kijken naar Sint-Eustatius. In 1863 werden daar 1201 mensen 
geëmancipeerd, waarvan er 826 niet in de Burgerlijke Stand van het eiland 
terug zijn te vinden. Dat is alleen te begrijpen als we Sint-Eustatius in een 
bredere context zien, want velen van hen duiken later op in de 
bevolkingsregistraties van Curaçao, de Deense Maagdeneilanden en zelfs in de 
registers van contract­arbeiders in Suriname. Kennis over migratie tijdens en na 
slavernij is essentieel voor ons begrip van die regio. Coen van Galen (1971) is universitair hoofddocent sociale geschiedenis aan 
de Radboud Universiteit Nijmegen. Hij is initiatiefnemer van de Historische 
Database Suriname en Curaçao (ru.nl/hdsc), die als doel heeft om via citizen 
science-projecten slavenregisters en andere bevolkingsarchieven uit het 
Caribisch gebied te digitaliseren en online te publiceren voor publiek en 
wetenschappelijk onderzoek.",Colonialism,0
