filename,chunk_id,sentence_count,raw_text,text_for_scoring,cos_Colonialism,cos_Historical_Slavery,cos_Modern_Racism_Inequality,max_score,primary_topic,score_margin,confidence_level
Policyarchive_text\besluiten\2023\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten.18.txt,f451493c:00001,10,"Hierin zal worden voorzien. Dit zal een plek krijgen 
in de ministeriële regeling onder dit besluit, naar analogie met de wijze waarop 
dergelijke aandachtspunten bij verkiezingsdocumenten in de Kiesregeling zijn 
neergelegd. De Kiesraad acht de noodzaak om de stemhokjes te voorzien van een gordijn 
onvoldoende toegelicht en aangetoond. De Kiesraad wijst in dit verband op de extra 
uitvoeringslasten en kosten voor gemeenten. Het kabinet memoreert, onder verwijzing 
naar het algemeen deel van de toelichting bij de Experimentenwet en paragraaf 4 van 
deze toelichting, dat de kosten van het experiment, waaronder de kosten voor 
voorzieningen die nodig zijn in het stemlokaal om te kunnen stemmen met de nieuwe 
stembiljetten, zoals het gordijn, voor rekening komen van het ministerie van 
Binnenlandse Zaken en Koninkrijksrelaties. De door de Kiesraad vermelde ongeoorloofde 
handelingen als het aanbrengen van campagnemateriaal in het stemhokje of het 
verwisselen van het rode door een blauw potlood, worden naar het oordeel van het 
kabinet, voor zover dergelijke handelingen al voorkomen, niet tegengegaan door de 
afwezigheid van een gordijn. Ditzelfde geldt voor het schrijven door de kiezer op het in 
het stemhokje aanwezige Overzicht van kandidaten. Overigens zal dit Overzicht van 
kandidaten worden voorzien van een coating die beschrijven van het overzicht 
bemoeilijkt. Voor zover de Kiesraad twee meter afstand van de stembureauleden en 
wachtende kiezers voldoende acht om het stemgeheim te waarborgen, attendeert het 
kabinet erop dat deze afstand, die afkomstig is uit de stembureau-instructie die het 
ministerie van Binnenlandse Zaken en Koninkrijksrelaties ten behoeve van de 
stembureauleden aan gemeenten verstrekt, verband houdt met het waarborgen van het 
stemgeheim. Door de aanzienlijk grotere en veel duidelijker teksten en cijfers op het 
nieuwe stembiljet ten opzichte van het huidige stembiljet en door het vermelden van 
 
27 Kamerstukken II 2018/19, 35165, nr.",hierin voorzien plek krijgen ministeriële regeling besluit analogie wijze waarop dergelijke aandachtspunten verkiezingsdocumenten kiesregeling neergelegd kiesraad acht noodzaak stemhokjes voorzien gordijn onvoldoende toegelicht aangetoond kiesraad wijst verband extra uitvoeringslasten kosten gemeenten kabinet memoreert verwijzing algemeen deel toelichting experimentenwet paragraaf toelichting kosten experiment waaronder kosten voorzieningen nodig stemlokaal stemmen nieuwe stembiljetten gordijn rekening komen ministerie binnenlandse zaken koninkrijksrelaties kiesraad vermelde ongeoorloofde handelingen aanbrengen campagnemateriaal stemhokje verwisselen rode blauw potlood oordeel kabinet zover dergelijke handelingen voorkomen tegengegaan afwezigheid gordijn ditzelfde geldt schrijven kiezer stemhokje aanwezige overzicht kandidaten overigens overzicht kandidaten voorzien coating beschrijven overzicht bemoeilijkt zover kiesraad twee meter afstand stembureauleden wachtende kiezers voldoende acht stemgeheim waarborgen attendeert kabinet erop afstand afkomstig stembureau instructie ministerie binnenlandse zaken koninkrijksrelaties ten behoeve stembureauleden gemeenten verstrekt verband houdt waarborgen stemgeheim aanzienlijk grotere duidelijker teksten cijfers nieuwe stembiljet ten opzichte huidige stembiljet vermelden kamerstukken ii nr,0.4346703490653527,0.3392923334788315,0.3883146235836229,0.4346703490653527,Colonialism,0.04635572548172978,low
Policyarchive_text\besluiten\2023\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten.19.txt,913202b2:00001,10,"De Kiesraad lijkt zich 
er in dit verband zorgen over te maken dat het opnemen van de tijd interfereert met de 
rust die een kiezer moet worden gegeven bij het uitbrengen van zijn stem. Het kabinet 
memoreert in dit verband dat ook bij eerdere verkiezingen tijdmetingen zijn 
uitgevoerd.28 Voor zover de kiezers dit al merkten heeft dit nooit tot enige onrust geleid. Tot slot leest de Kiesraad in het besluit terecht dat bij experimenten met een nieuw 
model stembiljet de stembureaus bij de stemopneming in het proces-verbaal niet alleen 
de bij het desbetreffende stembureau (totaal)aantal uitgebrachte ongeldige stemmen 
noteren, maar ook de reden(en) van ongeldigheid. De Kiesraad attendeert erop dat 
indien het eerste experiment zou kunnen plaatsvinden bij de gemeenteraadsverkiezingen 
van maart 2022, de redenen van ongeldigheid dan nog niet zullen kunnen worden 
overgenomen bij het invoeren van de optellingen uit de processen-verbaal in de 
programmatuur van de zogenoemde Ondersteunende Software Verkiezingen (OSV29). Het kabinet wijst erop dat het vermelden in het proces-verbaal van de reden(en) van 
ongeldigheid gebeurt ten behoeve van de evaluatie van het experiment. De processen-
verbaal zijn openbaar en daarmee zijn de gegevens volledig beschikbaar voor de 
evaluatie. Nu het eerste experiment naar verwachting bij de Europees 
Parlementsverkiezingen van mei 2024 zal plaatsvinden zal ik met de Kiesraad in overleg 
treden hoe de OSV-programmatuur, en het Digitaal Hulpmiddel Verkiezingen als de 
verwachte opvolger daarvan, kan ondersteunen bij het aggregeren van deze reden(en) 
middels het invoeren in de programmatuur. 28 Laatstelijk bij de herindelingsverkiezingen van november 2020 (Kamerstukken II 2020/21, 
28750, nr. 79). 29 Zie https://www.kiesraad.nl/verkiezingen/osv-en-eml/ondersteunende-software-verkiezingen-osv 
voor meer informatie over OSV.",kiesraad lijkt verband zorgen maken opnemen tijd interfereert rust kiezer gegeven uitbrengen stem kabinet memoreert verband eerdere verkiezingen tijdmetingen uitgevoerd zover kiezers merkten nooit enige onrust geleid slot leest kiesraad besluit terecht experimenten nieuw model stembiljet stembureaus stemopneming proces verbaal alleen desbetreffende stembureau totaal aantal uitgebrachte ongeldige stemmen noteren reden ongeldigheid kiesraad attendeert erop indien eerste experiment plaatsvinden gemeenteraadsverkiezingen maart redenen ongeldigheid zullen overgenomen invoeren optellingen processen verbaal programmatuur zogenoemde ondersteunende software verkiezingen osv29 kabinet wijst erop vermelden proces verbaal reden ongeldigheid gebeurt ten behoeve evaluatie experiment processen verbaal openbaar daarmee gegevens volledig beschikbaar evaluatie eerste experiment verwachting europees parlementsverkiezingen mei plaatsvinden kiesraad overleg treden osv programmatuur digitaal hulpmiddel verkiezingen verwachte opvolger daarvan ondersteunen aggregeren reden middels invoeren programmatuur laatstelijk herindelingsverkiezingen november kamerstukken ii nr zie https www kiesraad nl verkiezingen osv eml ondersteunende software verkiezingen osv informatie osv,0.3785603916117879,0.34552720169973433,0.43036367006088994,0.43036367006088994,Modern_Racism_Inequality,0.05180327844910204,low
Policyarchive_text\besluiten\2023\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten.2.txt,cb7fba7f:00000,10,"2 
keuze behoort, en vervolgens het nummer van de kandidaat van zijn keuze op die lijst te 
kiezen. 2. Bij een verkiezing van de leden van de Eerste Kamer der Staten-Generaal is het 
eerste lid van overeenkomstige toepassing, met dien verstande dat in plaats van «de 
kiezer» wordt gelezen: het statenlid of het kiescollegelid. 3. Bij ministeriële regeling wordt een model vastgesteld voor het stembiljet, bedoeld in 
het eerste lid. Hoofdstuk 3. Experiment met een nieuw stembiljet  
 
Artikel 4. Het aantal stembureauleden 
Onverminderd het bepaalde krachtens artikel E 3, derde lid, van de Kieswet en in 
afwijking van artikel J 12, eerste lid, van de Kieswet, zijn gedurende de stemming steeds 
ten minste vier leden van het stembureau aanwezig. Artikel 5. De stemhokjes 
1.",keuze behoort vervolgens nummer kandidaat keuze lijst kiezen verkiezing leden eerste kamer staten generaal eerste lid overeenkomstige toepassing dien verstande plaats kiezer gelezen statenlid kiescollegelid ministeriële regeling model vastgesteld stembiljet bedoeld eerste lid hoofdstuk experiment nieuw stembiljet artikel aantal stembureauleden onverminderd bepaalde krachtens artikel e derde lid kieswet afwijking artikel j eerste lid kieswet gedurende stemming steeds ten minste vier leden stembureau aanwezig artikel stemhokjes,0.4894380366441055,0.3018036609211816,0.378809198560476,0.4894380366441055,Colonialism,0.1106288380836295,low
Policyarchive_text\besluiten\2023\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten.2.txt,cb7fba7f:00002,10,"Artikel 7. Het uitbrengen van de stem  
In afwijking van artikel J 26, eerste lid, van de Kieswet stemt een kiezer door op het 
stembiljet:  
1⁰. een wit stipje, geplaatst vóór de lijst waartoe de kandidaat van zijn keuze behoort, 
rood te maken; en vervolgens 
2⁰. een wit stipje, geplaatst vóór het nummer van de kandidaat van zijn keuze op die 
lijst, rood te maken. Artikel 8. Vergissen bij het invullen van het stembiljet 
In afwijking van artikel J 27, eerste lid, tweede volzin, van de Kieswet, verstrekt de 
voorzitter ten hoogste tweemaal de kiezer op zijn verzoek een nieuw biljet. Artikel 9. Het beoordelen van de stem  
1. In afwijking van de artikelen N 7, tweede en derde lid, en N 8, eerste lid, van de 
Kieswet, beslist het stembureau met inachtneming van artikel N 7, eerste lid, van de 
Kieswet, alsmede met inachtneming van het tweede tot en met vierde lid, over de 
geldigheid van de stem. 2.",artikel uitbrengen stem afwijking artikel j eerste lid kieswet stemt kiezer stembiljet wit stipje geplaatst vóór lijst waartoe kandidaat keuze behoort rood maken vervolgens wit stipje geplaatst vóór nummer kandidaat keuze lijst rood maken artikel vergissen invullen stembiljet afwijking artikel j eerste lid tweede volzin kieswet verstrekt voorzitter ten hoogste tweemaal kiezer verzoek nieuw biljet artikel beoordelen stem afwijking artikelen n tweede derde lid n eerste lid kieswet beslist stembureau inachtneming artikel n eerste lid kieswet alsmede inachtneming tweede vierde lid geldigheid stem,0.395650691714118,0.3289947986249059,0.4194165926031591,0.4194165926031591,Modern_Racism_Inequality,0.023765900889041125,low
Policyarchive_text\besluiten\2023\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten.20.txt,37cda57b:00000,10,"20 
VNG en NVVB 
 
De VNG en de NVVB hebben een gezamenlijk advies uitgebracht. Zij zijn al lange tijd 
groot voorstander van de invoering van een nieuw model stembiljet dat makkelijker en 
sneller telt en ook elektronisch kan worden geteld en dat zowel voor stembureauleden 
als voor veel (groepen) kiezers beter te hanteren is. De VNG en NVVB achten het gordijn 
onnodig en onwenselijk. Het kabinet deelt niet hun oordeel dat het stemgeheim niet in 
het gedrang komt indien de kiezer met het nieuwe model stembiljet zijn stem uitbrengt 
in een stemhokje zonder gordijn. Op dit punt wordt verwezen naar hetgeen hiervoor is 
opgenomen in reactie op het advies van de Kiesraad en naar paragraaf 2.3 van de 
toelichting die naar aanleiding van de consultatie is aangevuld. De instructie voor de 
stembureauleden zal richtlijnen moeten bevatten voor de situatie dat een kiezer vergeet 
het gordijn te sluiten. De VNG en de NVVB kunnen de keuze, zoals toegelicht in de Nota naar aanleiding van 
het verslag van 16 juni 202130, om te beginnen met experimenteren met dit model 
stembiljet nu de voorbereiding van een experiment met het andere model stembiljet31 
meer tijd vergt, goed billijken. De noodzaak om voortgang te blijven maken met de 
ontwikkeling van het andere model stembiljet, wordt door het kabinet onderschreven. In 
reactie op de wens van de VNG en de NVVB dat in het besluit wordt opgenomen dat het 
uitgangspunt is dat zal worden opgeschaald, wordt verwezen naar paragraaf 2.1 en met 
name naar de passage dat het vanwege het bijzondere karakter van het 
verkiezingsproces wenselijk is dat op relatief kleine schaal in enkele gemeenten wordt 
begonnen met het experiment en dat, zolang de Experimentenwet geldt, de gemeenten 
die al bij verkiezingen het nieuwe stembiljet hebben gebruikt, indien zij dat willen, op 
basis van de Experimenteerwet daarmee verder kunnen gaan. Zij hoeven dan niet terug 
te gaan naar het huidige stembiljet.",vng nvvb vng nvvb gezamenlijk advies uitgebracht lange tijd groot voorstander invoering nieuw model stembiljet makkelijker sneller telt elektronisch geteld zowel stembureauleden groepen kiezers beter hanteren vng nvvb achten gordijn onnodig onwenselijk kabinet deelt oordeel stemgeheim gedrang komt indien kiezer nieuwe model stembiljet stem uitbrengt stemhokje gordijn punt verwezen hetgeen hiervoor opgenomen reactie advies kiesraad paragraaf toelichting aanleiding consultatie aangevuld instructie stembureauleden richtlijnen moeten bevatten situatie kiezer vergeet gordijn sluiten vng nvvb keuze toegelicht nota aanleiding verslag juni beginnen experimenteren model stembiljet voorbereiding experiment model stembiljet31 tijd vergt goed billijken noodzaak voortgang blijven maken ontwikkeling model stembiljet kabinet onderschreven reactie wens vng nvvb besluit opgenomen uitgangspunt opgeschaald verwezen paragraaf name passage vanwege bijzondere karakter verkiezingsproces wenselijk relatief kleine schaal enkele gemeenten begonnen experiment zolang experimentenwet geldt gemeenten verkiezingen nieuwe stembiljet gebruikt indien willen basis experimenteerwet daarmee verder gaan hoeven terug gaan huidige stembiljet,0.37211594135633874,0.34254099741879757,0.4734215771757017,0.4734215771757017,Modern_Racism_Inequality,0.10130563581936297,low
Policyarchive_text\besluiten\2023\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten.20.txt,37cda57b:00001,10,"Het verrichten van tijdmetingen in het stemlokaal en 
het ten behoeve van de evaluatie bevragen van kiezers bij het verlaten van het 
stemlokaal zal worden belegd bij een externe partij. De VNG en de NVVB vragen naar 
het traject met betrekking tot elektronisch tellen. Op dit punt wordt verwezen naar de 
Nota naar aanleiding van het verslag bij de Experimentenwet32 en naar de zogenoemde 
Verkiezingsagenda 203033. Voor de wijze waarop logo’s op het stembiljet zullen worden 
vermeld in het geval sprake is van het gezamenlijk plaatsen van twee of meer politieke 
partijen, wordt aansluiting gezocht bij de wijze waarop dit is geregeld bij het 
vergelijkbare stembiljet dat sinds 2014 wordt gebruikt voor de kiezers buiten Nederland. De tikfout en kopieerfout waarop de VNG en de NVVB attenderen zijn verwerkt. Internetconsultatie 
 
Van 6 juli 2021 tot en met 6 augustus 2021 is via www.internetconsultatie.nl aan 
belangstellenden de gelegenheid geboden te reageren op het ontwerpbesluit. De 
openbare internetconsultatie heeft acht (8) reacties opgeleverd. 30 Kamerstukken II 2020/21, 35455, nr. 6, paragraaf 3. 31 Dat is model 1 in de Memorie van toelichting bij de Experimentenwet.",verrichten tijdmetingen stemlokaal ten behoeve evaluatie bevragen kiezers verlaten stemlokaal belegd externe partij vng nvvb vragen traject betrekking elektronisch tellen punt verwezen nota aanleiding verslag experimentenwet32 zogenoemde verkiezingsagenda wijze waarop logo stembiljet zullen vermeld geval sprake gezamenlijk plaatsen twee politieke partijen aansluiting gezocht wijze waarop geregeld vergelijkbare stembiljet gebruikt kiezers nederland tikfout kopieerfout waarop vng nvvb attenderen verwerkt internetconsultatie juli augustus via www internetconsultatie nl belangstellenden gelegenheid geboden reageren ontwerpbesluit openbare internetconsultatie acht reacties opgeleverd kamerstukken ii nr paragraaf model memorie toelichting experimentenwet,0.4278085544597476,0.37607032319903194,0.4775923757919039,0.4775923757919039,Modern_Racism_Inequality,0.04978382133215631,low
Policyarchive_text\besluiten\2023\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten.20.txt,37cda57b:00002,4,"32 Kamerstukken II 2020/21, 35455, nr. 6, paragraaf 2. 33 Kamerstukken II 2020/21, 35165, nr. 40, bijlage B.",kamerstukken ii nr paragraaf kamerstukken ii nr b,0.5138415787894435,0.4655047634317481,0.49189380593358834,0.5138415787894435,Colonialism,0.02194777285585514,low
Policyarchive_text\besluiten\2023\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten.22.txt,d105f420:00001,10,"Het model stembiljet bij het experiment 
 
Dit artikel biedt Onze Minister de mogelijkheid het hier genoemde model stembiljet 
vast te stellen voor een verkiezing waarbij wordt geëxperimenteerd. In het eerste lid wordt het model voor het nieuwe stembiljet beschreven. Het model 
heeft een verschijningsvorm, waarbij, op de bovenste helft, de aan de verkiezing 
deelnemende politieke partijen staan en, op de onderste helft, nummers die 
corresponderen met de plaats van kandidaten op de lijst van de op de bovenste helft 
aangeduide partijen. De kiezer stemt door op het stembiljet eerst de lijst/de partij te 
kiezen waartoe de kandidaat van zijn keuze behoort, en vervolgens het nummer van de 
kandidaat van zijn keuze te kiezen. Voor meer informatie over dit model wordt verwezen 
naar paragraaf 2.2 en 2.3 van het algemeen deel van de toelichting. Het tweede lid regelt dat bij een experiment bij de verkiezing van de leden van de 
Eerste Kamer ook gebruik wordt gemaakt van het in het eerste lid beschreven model. Dit 
betekent dat de wijze van stemmen bij een experiment in beide gevallen gelijk is. Het derde lid voorziet in een grondslag voor het vaststellen van een model stembiljet 
dat wordt gebruikt bij een experiment. Hoofdstuk 3. Experiment met een nieuw stembiljet 
 
Artikel 4.",model stembiljet experiment artikel biedt onze minister mogelijkheid genoemde model stembiljet vast stellen verkiezing waarbij geëxperimenteerd eerste lid model nieuwe stembiljet beschreven model verschijningsvorm waarbij bovenste helft verkiezing deelnemende politieke partijen staan onderste helft nummers corresponderen plaats kandidaten lijst bovenste helft aangeduide partijen kiezer stemt stembiljet eerst lijst partij kiezen waartoe kandidaat keuze behoort vervolgens nummer kandidaat keuze kiezen informatie model verwezen paragraaf algemeen deel toelichting tweede lid regelt experiment verkiezing leden eerste kamer gebruik gemaakt eerste lid beschreven model betekent wijze stemmen experiment beide gevallen gelijk derde lid voorziet grondslag vaststellen model stembiljet gebruikt experiment hoofdstuk experiment nieuw stembiljet artikel,0.42097162608429745,0.35283026458294525,0.4494146410752341,0.4494146410752341,Modern_Racism_Inequality,0.028443014990936655,low
Policyarchive_text\besluiten\2023\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten.23.txt,3810844f:00000,10,"23 
Gedurende de stemming dienen steeds ten minste vier stembureauleden aanwezig te 
zijn in het stemlokaal, van wie er één voorzitter is. De vermeerdering van dit aantal ten 
opzichte van het huidige minimumaantal van drie leden, maakt het mogelijk dat één van 
de stembureauleden in het stemlokaal vragen van kiezers beantwoordt en kiezers 
desgewenst assisteert bij het gebruik van het beschikbare oefenmateriaal. Artikel 5. De stemhokjes 
 
Het eerste lid regelt dat in elk stemhokje een overzicht van de kandidaten voor de 
kiezer beschikbaar is. In dit overzicht staan de lijsten van de aan de verkiezing 
deelnemende partijen zoals deze op grond van artikel I 17, derde lid, dan wel artikel S 
13 van de Kieswet zijn gepubliceerd. Dit overzicht heeft de kiezer nodig om zijn stem te 
kunnen uitbrengen, omdat hij daarop kan terugvinden welk kandidaatsnummer hoort bij 
de kandidaat van zijn keuze. Voorts bevat het eerste lid een grondslag om bij 
ministeriële regeling een model vast te stellen voor de wijze waarop het overzicht van de 
kandidaten wordt vormgegeven. Het tweede lid regelt dat de stemhokjes worden voorzien van een gordijn. Daarnaast 
bepaalt dit lid dat de kiezer het gordijn sluit wanneer hij in het stemhokje zijn stem 
uitbrengt. Dit is nodig om te voorkomen dat het voor andere in het stemlokaal 
aanwezigen zichtbaar is welke keuze de kiezer maakt op het stembiljet en welke pagina 
in het overzicht van de kandidaten de kiezer bekijkt.",gedurende stemming dienen steeds ten minste vier stembureauleden aanwezig stemlokaal één voorzitter vermeerdering aantal ten opzichte huidige minimumaantal drie leden maakt mogelijk één stembureauleden stemlokaal vragen kiezers beantwoordt kiezers desgewenst assisteert gebruik beschikbare oefenmateriaal artikel stemhokjes eerste lid regelt elk stemhokje overzicht kandidaten kiezer beschikbaar overzicht staan lijsten verkiezing deelnemende partijen grond artikel derde lid artikel kieswet gepubliceerd overzicht kiezer nodig stem uitbrengen daarop terugvinden welk kandidaatsnummer hoort kandidaat keuze voorts bevat eerste lid grondslag ministeriële regeling model vast stellen wijze waarop overzicht kandidaten vormgegeven tweede lid regelt stemhokjes voorzien gordijn daarnaast bepaalt lid kiezer gordijn sluit wanneer stemhokje stem uitbrengt nodig voorkomen stemlokaal aanwezigen zichtbaar keuze kiezer maakt stembiljet pagina overzicht kandidaten kiezer bekijkt,0.4478811181033596,0.2977946967463665,0.3876779211431403,0.4478811181033596,Colonialism,0.06020319696021931,low
Policyarchive_text\besluiten\2023\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten.23.txt,3810844f:00001,10,"Zie voor een nadere toelichting 
paragraaf 2.3 van het algemeen deel van deze toelichting. Het derde lid bevat een grondslag om een model vast te stellen voor de handleiding 
(de poster) die in het stemhokje hangt. Op grond van artikel J 16, derde lid, van de 
Kieswet bevat de Kiesregeling een model voor deze handleiding, maar dit is niet 
toepasbaar bij een experiment; gelet op de afwijkende bepalingen voor het uitbrengen 
van een stem bij een experiment, is er ook een afwijkende handleiding nodig. Op grond 
van het derde lid wordt daarom een model vastgesteld voor een handleiding die is 
toegesneden op het experiment, en die in gemeenten waar wordt geëxperimenteerd in 
het stemhokje komt te hangen. Artikel 6. Inrichting van het stemlokaal 
 
Op grond van artikel J 19 van de Kieswet kunnen bij algemene maatregel van bestuur 
nadere regels worden gesteld over de inrichting van het stemlokaal. Van deze 
mogelijkheid heeft de regering gebruikgemaakt. Zie de artikelen J 4 tot en met J 6 van 
het Kiesbesluit. Op grond van artikel 3, tweede lid, van de Tijdelijke experimentenwet 
nieuwe stembiljetten is het mogelijk om, ten behoeve van een experiment, in een 
ministeriële regeling van de in het Kiesbesluit vastgestelde bepalingen af te wijken. Het 
hier opgenomen artikel 6 bevat een grondslag om daarenboven in een ministeriële 
regeling ook aanvullende regels te stellen over de inrichting van het stemlokaal.",zie nadere toelichting paragraaf algemeen deel toelichting derde lid bevat grondslag model vast stellen handleiding poster stemhokje hangt grond artikel j derde lid kieswet bevat kiesregeling model handleiding toepasbaar experiment gelet afwijkende bepalingen uitbrengen stem experiment afwijkende handleiding nodig grond derde lid daarom model vastgesteld handleiding toegesneden experiment gemeenten waar geëxperimenteerd stemhokje komt hangen artikel inrichting stemlokaal grond artikel j kieswet algemene maatregel bestuur nadere regels gesteld inrichting stemlokaal mogelijkheid regering gebruikgemaakt zie artikelen j j kiesbesluit grond artikel tweede lid tijdelijke experimentenwet nieuwe stembiljetten mogelijk ten behoeve experiment ministeriële regeling kiesbesluit vastgestelde bepalingen af wijken opgenomen artikel bevat grondslag daarenboven ministeriële regeling aanvullende regels stellen inrichting stemlokaal,0.42611760724793285,0.2997692354901162,0.39944624629410785,0.42611760724793285,Colonialism,0.026671360953824996,low
Policyarchive_text\besluiten\2023\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten.24.txt,1076eeb8:00001,10,"Vergissen bij het invullen van het stembiljet 
 
In dit artikel is geregeld dat een kiezer een extra mogelijkheid krijgt tot het opnieuw 
invullen van een stembiljet ten opzichte van hetgeen is bepaald in artikel J 27, eerste lid, 
tweede volzin, van de Kieswet. De voorzitter verstrekt de kiezer op zijn verzoek dus 
maximaal twee keer een nieuw stembiljet om in te vullen. Deze bepaling is opgenomen 
omdat de kiezer op het nieuwe stembiljet zijn stemkeuze op een andere manier moet 
aangeven dan hij gewend is. Er wordt in dit artikel alleen afgeweken van artikel J 27, eerste lid, tweede volzin. Het 
bepaalde in artikel J 27, eerste lid, eerste volzin, en het tweede lid, is onveranderd van 
toepassing bij een experiment. Artikel 9. Het beoordelen van de stem 
 
In het eerste lid is geregeld dat het vaststellen van de geldigheid van een stem 
gedeeltelijk plaatsvindt aan de hand van dit artikel in plaats van aan de hand van artikel 
N 7, tweede en derde lid, en artikel N 8, eerste lid, van de Kieswet. Deze afwijking is 
nodig, omdat de bepalingen uit de Kieswet niet zijn toegesneden op dit model stembiljet. Artikel N 7, eerste lid, van de Kieswet, waarin staat omschreven wanneer een stem 
blanco is uitgebracht, is onverkort van toepassing. Het tweede lid regelt dat een stem geldig is wanneer aan drie voorwaarden is 
voldaan.",vergissen invullen stembiljet artikel geregeld kiezer extra mogelijkheid krijgt opnieuw invullen stembiljet ten opzichte hetgeen bepaald artikel j eerste lid tweede volzin kieswet voorzitter verstrekt kiezer verzoek maximaal twee keer nieuw stembiljet vullen bepaling opgenomen kiezer nieuwe stembiljet stemkeuze manier aangeven gewend artikel alleen afgeweken artikel j eerste lid tweede volzin bepaalde artikel j eerste lid eerste volzin tweede lid onveranderd toepassing experiment artikel beoordelen stem eerste lid geregeld vaststellen geldigheid stem gedeeltelijk plaatsvindt hand artikel plaats hand artikel n tweede derde lid artikel n eerste lid kieswet afwijking nodig bepalingen kieswet toegesneden model stembiljet artikel n eerste lid kieswet waarin staat omschreven wanneer stem blanco uitgebracht onverkort toepassing tweede lid regelt stem geldig wanneer drie voorwaarden voldaan,0.38644081470087766,0.3743411668077324,0.42388346733060533,0.42388346733060533,Modern_Racism_Inequality,0.03744265262972768,low
Policyarchive_text\besluiten\2023\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten\ontwerpbesluit-en-toelichting-tijdelijk-experimentenbesluit-nieuwe-stembiljetten.24.txt,1076eeb8:00002,5,"Ten eerste is de stem ofwel uitgebracht op een kandidaat, zoals omschreven in 
het derde lid, ofwel de stem is blanco uitgebracht, zoals omschreven in artikel N 7, 
eerste lid, van de Kieswet. Ten tweede is de stem uitgebracht met een stembiljet dat op 
grond van artikel 3 van dit besluit is vastgesteld. Hieruit volgt dat het stembureau bij het 
beoordelen van de stem tevens de echtheid van het stembiljet controleert om aldus vast 
te stellen of de stem is uitgebracht met een stembiljet dat mag worden gebruikt bij of 
krachtens de Experimentenwet. Ten derde mogen op het stembiljet geen bijvoegingen 
zijn geplaatst waardoor de kiezer kan worden geïdentificeerd. Ter verduidelijking is 
toegevoegd dat een stem in alle andere gevallen - dus indien niet aan alle drie de 
voorwaarden wordt voldaan - ongeldig is.",ten eerste stem ofwel uitgebracht kandidaat omschreven derde lid ofwel stem blanco uitgebracht omschreven artikel n eerste lid kieswet ten tweede stem uitgebracht stembiljet grond artikel besluit vastgesteld hieruit volgt stembureau beoordelen stem tevens echtheid stembiljet controleert aldus vast stellen stem uitgebracht stembiljet mag gebruikt krachtens experimentenwet ten derde mogen stembiljet bijvoegingen geplaatst waardoor kiezer geïdentificeerd ter verduidelijking toegevoegd stem gevallen indien drie voorwaarden voldaan ongeldig,0.3767634398387624,0.39288395279802685,0.4310607383583137,0.4310607383583137,Modern_Racism_Inequality,0.03817678556028686,low
